SERIES_WINNER,SERIES_LOSER,WINNER_GAMES_WON,LOSER_GAMES_WON,WINNER_HOME_GAMES,LOSER_HOME_GAMES,WINNER_SEED,LOSER_SEED,WINNER_CONF,LOSER_CONF,WINNER_WINS,LOSER_WINS,ROUND,HIGHER_SEED,LOWER_SEED,PointsPG_DIFF,OppPointsPG_DIFF,DiffPointsPG_DIFF,E_OFF_RATING_DIFF,OFF_RATING_DIFF,E_DEF_RATING_DIFF,DEF_RATING_DIFF,E_NET_RATING_DIFF,NET_RATING_DIFF,AST_PCT_DIFF,AST_TO_DIFF,AST_RATIO_DIFF,OREB_PCT_DIFF,DREB_PCT_DIFF,REB_PCT_DIFF,TM_TOV_PCT_DIFF,EFG_PCT_DIFF,TS_PCT_DIFF,E_PACE_DIFF,PACE_DIFF,PIE_DIFF,SERIES_WINNER_H2H_WINS,SERIES_LOSER_H2H_WINS,H2H_WIN_RATIO,SEASON
Boston Celtics,Chicago Bulls,4,2,3,3,1,8,East,East,53,41,First Round,Boston Celtics,Chicago Bulls,5.0,3.0,3.0,4.0,4.099999999999994,1.0,1.7999999999999972,3.0,2.3000000000000003,0.06900000000000006,0.24,2.0,-0.05199999999999999,-0.028000000000000025,-0.03400000000000003,-0.0040000000000000036,0.038000000000000034,0.03699999999999992,1.5999999999999943,1.1899999999999977,0.010000000000000009,2,2,0.49999987500003124,2016-17
Boston Celtics,Washington Wizards,4,3,4,3,1,4,East,East,53,49,Conf Semis,Boston Celtics,Washington Wizards,-1.0,-2.0,1.0,0.09999999999999432,0.19999999999998863,-1.4000000000000057,-0.7999999999999972,1.5,0.9000000000000001,0.07600000000000007,0.21999999999999997,1.1999999999999993,-0.02699999999999997,-0.01100000000000001,-0.016000000000000014,-0.0069999999999999785,-0.0030000000000000027,0.0030000000000000027,-0.4000000000000057,-0.730000000000004,0.0030000000000000027,2,2,0.49999987500003124,2016-17
Cleveland Cavaliers,Boston Celtics,4,1,2,3,2,1,East,East,51,53,Conf Finals,Boston Celtics,Cleveland Cavaliers,2.0,2.0,0.0,2.3000000000000114,2.200000000000003,2.5,1.7000000000000028,-0.20000000000000018,0.5,-0.08600000000000008,-0.24,-1.6999999999999993,0.0050000000000000044,0.017000000000000015,0.014000000000000012,0.0040000000000000036,0.02200000000000002,0.013000000000000012,-0.8999999999999915,-0.46999999999999886,-0.0040000000000000036,3,1,0.7499998125000469,2016-17
Cleveland Cavaliers,Indiana Pacers,4,0,2,2,2,7,East,East,51,42,First Round,Cleveland Cavaliers,Indiana Pacers,5.0,2.0,3.0,4.700000000000003,4.8999999999999915,1.7000000000000028,1.6000000000000085,3.0,3.3000000000000003,-0.0050000000000000044,0.030000000000000027,-0.09999999999999787,0.009000000000000008,0.009000000000000008,0.01100000000000001,-0.0009999999999999731,0.031000000000000028,0.02199999999999991,0.30000000000001137,0.14999999999999147,0.0050000000000000044,3,1,0.7499998125000469,2016-17
Cleveland Cavaliers,Toronto Raptors,4,0,2,2,2,3,East,East,51,51,Conf Semis,Cleveland Cavaliers,Toronto Raptors,3.0,4.0,-1.0,1.1000000000000085,1.3999999999999915,3.0999999999999943,2.6000000000000085,-2.0000000000000004,-1.1999999999999997,0.09499999999999997,0.19999999999999996,2.6000000000000014,-0.02699999999999997,0.0050000000000000044,-0.006000000000000005,0.008000000000000007,0.030000000000000027,0.018999999999999906,1.3000000000000114,1.3299999999999983,-0.006000000000000005,3,1,0.7499998125000469,2016-17
Golden State Warriors,Cleveland Cavaliers,4,1,3,2,1,2,West,East,67,51,NBA Finals,Golden State Warriors,Cleveland Cavaliers,6.0,-3.0,9.0,2.299999999999997,2.0,-6.900000000000006,-6.299999999999997,9.2,8.3,0.138,0.40000000000000013,4.099999999999998,0.008000000000000007,-0.013000000000000012,0.0050000000000000044,0.005999999999999978,0.015999999999999903,0.017000000000000015,3.799999999999997,3.6300000000000097,0.06899999999999995,1,1,0.499999750000125,2016-17
Golden State Warriors,Portland Trail Blazers,4,0,2,2,1,8,West,West,67,41,First Round,Golden State Warriors,Portland Trail Blazers,8.0,-4.0,13.0,5.400000000000006,5.3999999999999915,-6.700000000000003,-6.599999999999994,12.1,12.0,0.17099999999999993,0.52,5.199999999999999,0.0030000000000000027,-0.01100000000000001,0.008000000000000007,0.0069999999999999785,0.04299999999999993,0.03799999999999992,3.1000000000000085,2.990000000000009,0.08599999999999997,4,0,0.9999997500000625,2016-17
Golden State Warriors,San Antonio Spurs,4,0,2,2,1,2,West,West,67,61,Conf Finals,Golden State Warriors,San Antonio Spurs,11.0,6.0,5.0,4.400000000000006,4.5,0.19999999999998863,0.5,4.199999999999999,4.0,0.09899999999999998,0.29000000000000004,3.099999999999998,-0.009999999999999953,-0.02100000000000002,-0.007000000000000006,0.0050000000000000044,0.038999999999999924,0.03300000000000003,5.799999999999997,5.510000000000005,0.027999999999999914,1,2,0.33333322222225925,2016-17
Golden State Warriors,Utah Jazz,4,0,2,2,1,5,West,West,67,51,Conf Semis,Golden State Warriors,Utah Jazz,15.0,7.0,8.0,5.799999999999997,5.799999999999997,-1.6000000000000085,-1.2999999999999972,7.3999999999999995,7.1000000000000005,0.16099999999999992,0.5800000000000001,5.0,0.0020000000000000018,-0.03400000000000003,-0.010000000000000009,-0.0020000000000000018,0.03699999999999992,0.03400000000000003,8.600000000000009,8.280000000000001,0.04499999999999993,2,1,0.6666664444445185,2016-17
Houston Rockets,Oklahoma City Thunder,4,1,3,2,3,6,West,West,55,47,First Round,Houston Rockets,Oklahoma City Thunder,8.0,4.0,5.0,6.799999999999997,6.199999999999989,1.3000000000000114,1.3000000000000114,5.6000000000000005,4.9,0.09399999999999997,0.27,2.6000000000000014,-0.04199999999999998,-0.025000000000000022,-0.029000000000000026,-0.0020000000000000018,0.04500000000000004,0.04299999999999993,2.0,2.3699999999999903,0.017000000000000015,3,1,0.7499998125000469,2016-17
