SERIES_WINNER,SERIES_LOSER,WINNER_GAMES_WON,LOSER_GAMES_WON,WINNER_HOME_GAMES,LOSER_HOME_GAMES,WINNER_SEED,LOSER_SEED,WINNER_CONF,LOSER_CONF,WINNER_WINS,LOSER_WINS,ROUND,HIGHER_SEED,LOWER_SEED,PointsPG_DIFF,OppPointsPG_DIFF,DiffPointsPG_DIFF,E_OFF_RATING_DIFF,OFF_RATING_DIFF,E_DEF_RATING_DIFF,DEF_RATING_DIFF,E_NET_RATING_DIFF,NET_RATING_DIFF,AST_PCT_DIFF,AST_TO_DIFF,AST_RATIO_DIFF,OREB_PCT_DIFF,DREB_PCT_DIFF,REB_PCT_DIFF,TM_TOV_PCT_DIFF,EFG_PCT_DIFF,TS_PCT_DIFF,E_PACE_DIFF,PACE_DIFF,PIE_DIFF,SERIES_WINNER_H2H_WINS,SERIES_LOSER_H2H_WINS,H2H_WIN_RATIO,SEASON
Brooklyn Nets,Toronto Raptors,4,3,3,4,6,3,East,East,44,48,First Round,Toronto Raptors,Brooklyn Nets,-2.0,2.0,-4.0,-1.3999999999999915,-2.5,2.5,2.1000000000000085,-4.1,-4.6,0.0040000000000000036,-0.06000000000000005,0.3000000000000007,-0.05199999999999999,-0.014999999999999902,-0.030000000000000027,0.0040000000000000036,0.016000000000000014,0.010000000000000009,-0.7000000000000028,-0.060000000000002274,-0.020000000000000018,2,2,0.49999987500003124,2013-14
Indiana Pacers,Atlanta Hawks,4,3,4,3,1,8,East,East,56,38,First Round,Indiana Pacers,Atlanta Hawks,-4.0,-9.0,4.0,-1.9000000000000057,-1.3000000000000114,-7.3999999999999915,-6.799999999999997,5.5,5.4,-0.10699999999999998,-0.2999999999999998,-2.9000000000000004,0.03999999999999998,0.010000000000000009,0.03200000000000003,0.0030000000000000027,-0.025000000000000022,-0.019000000000000017,-2.0,-2.519999999999996,0.04300000000000004,2,2,0.49999987500003124,2013-14
Indiana Pacers,Washington Wizards,4,2,3,3,1,5,East,East,56,44,Conf Semis,Indiana Pacers,Washington Wizards,-4.0,-7.0,3.0,-1.7999999999999972,-1.3000000000000114,-5.700000000000003,-4.699999999999989,3.9,3.4000000000000004,-0.040999999999999925,-0.26,-1.700000000000001,0.010000000000000009,0.0020000000000000018,0.019000000000000017,0.009000000000000008,-0.016000000000000014,-0.0030000000000000027,-0.5999999999999943,-1.2900000000000063,0.041000000000000036,2,1,0.6666664444445185,2013-14
Los Angeles Clippers,Golden State Warriors,4,3,4,3,3,6,West,West,57,51,First Round,Los Angeles Clippers,Golden State Warriors,4.0,2.0,2.0,4.1000000000000085,5.0,2.1999999999999886,2.5999999999999943,1.8999999999999995,2.3999999999999995,0.03700000000000003,0.24,0.9000000000000021,0.0040000000000000036,-0.03400000000000003,-0.01200000000000001,-0.01200000000000001,0.009000000000000008,0.016999999999999904,-0.09999999999999432,-0.710000000000008,0.020000000000000018,2,2,0.49999987500003124,2013-14
Miami Heat,Brooklyn Nets,4,1,3,2,2,6,East,East,54,44,Conf Semis,Miami Heat,Brooklyn Nets,3.0,-3.0,6.0,4.599999999999994,4.599999999999994,-2.0,-1.7000000000000028,6.699999999999999,6.3999999999999995,0.0030000000000000027,0.08000000000000007,1.4000000000000021,-0.016000000000000014,0.0,0.0010000000000000009,0.0040000000000000036,0.040000000000000036,0.03499999999999992,-0.4000000000000057,-0.519999999999996,0.04700000000000004,0,4,0.0,2013-14
Miami Heat,Charlotte Bobcats,4,0,2,2,2,7,East,East,54,43,First Round,Miami Heat,Charlotte Bobcats,5.0,0.0,5.0,7.799999999999997,7.0,1.7000000000000028,1.7000000000000028,6.0,5.5,-0.009000000000000008,-0.24,1.2000000000000028,-0.025000000000000022,-0.04399999999999993,-0.02400000000000002,0.027999999999999997,0.07300000000000006,0.06799999999999995,-1.4000000000000057,-1.0300000000000011,0.031000000000000028,4,0,0.9999997500000625,2013-14
Miami Heat,Indiana Pacers,4,2,3,3,2,1,East,East,54,56,Conf Finals,Indiana Pacers,Miami Heat,5.0,5.0,1.0,7.5,6.400000000000006,6.200000000000003,6.099999999999994,1.2999999999999998,0.39999999999999947,0.027999999999999914,0.18999999999999995,2.200000000000001,-0.05199999999999999,-0.03499999999999992,-0.041000000000000036,-0.0030000000000000027,0.06400000000000006,0.05499999999999994,-1.6000000000000085,-0.9899999999999949,-0.006000000000000005,2,2,0.49999987500003124,2013-14
Oklahoma City Thunder,Los Angeles Clippers,4,2,3,3,2,3,West,West,59,57,Conf Semis,Oklahoma City Thunder,Los Angeles Clippers,-2.0,-1.0,-1.0,-1.3000000000000114,-1.8999999999999915,-1.0999999999999943,-1.0,-0.20000000000000018,-0.8999999999999995,-0.06599999999999995,-0.3400000000000001,-1.6999999999999993,0.006000000000000005,0.03200000000000003,0.02200000000000002,0.015000000000000013,-0.006000000000000005,-0.0010000000000000009,-0.5,-0.3299999999999983,-0.0050000000000000044,2,2,0.49999987500003124,2013-14
Oklahoma City Thunder,Memphis Grizzlies,4,3,4,3,2,7,West,West,59,50,First Round,Oklahoma City Thunder,Memphis Grizzlies,10.0,5.0,4.0,4.799999999999997,3.9000000000000057,-1.0999999999999943,-0.7999999999999972,5.8999999999999995,4.7,-0.0119999999999999,-0.16000000000000014,-0.5,-0.03200000000000003,0.0040000000000000036,-0.0030000000000000027,0.008000000000000007,0.026000000000000023,0.03699999999999992,5.700000000000003,5.75,0.025000000000000022,3,1,0.7499998125000469,2013-14
Portland Trail Blazers,Houston Rockets,4,2,3,3,5,4,West,West,54,54,First Round,Houston Rockets,Portland Trail Blazers,-1.0,0.0,-1.0,-0.29999999999999716,0.6000000000000085,1.6000000000000085,1.0,-2.0,-0.39999999999999947,0.031000000000000028,0.3599999999999999,1.0999999999999979,0.014000000000000012,0.013000000000000012,0.0040000000000000036,-0.02300000000000002,-0.027000000000000024,-0.02299999999999991,-1.2999999999999972,-1.3699999999999903,-0.010000000000000009,1,3,0.24999993750001562,2013-14
