SERIES_WINNER,SERIES_LOSER,WINNER_GAMES_WON,LOSER_GAMES_WON,WINNER_HOME_GAMES,LOSER_HOME_GAMES,WINNER_SEED,LOSER_SEED,WINNER_CONF,LOSER_CONF,WINNER_WINS,LOSER_WINS,ROUND,HIGHER_SEED,LOWER_SEED,PointsPG_DIFF,OppPointsPG_DIFF,DiffPointsPG_DIFF,E_OFF_RATING_DIFF,OFF_RATING_DIFF,E_DEF_RATING_DIFF,DEF_RATING_DIFF,E_NET_RATING_DIFF,NET_RATING_DIFF,AST_PCT_DIFF,AST_TO_DIFF,AST_RATIO_DIFF,OREB_PCT_DIFF,DREB_PCT_DIFF,REB_PCT_DIFF,TM_TOV_PCT_DIFF,EFG_PCT_DIFF,TS_PCT_DIFF,E_PACE_DIFF,PACE_DIFF,PIE_DIFF,SERIES_WINNER_H2H_WINS,SERIES_LOSER_H2H_WINS,H2H_WIN_RATIO,SEASON
Boston Celtics,Atlanta Hawks,4,2,3,3,2,7,East,East,57,41,First Round,Boston Celtics,Atlanta Hawks,0.0,-7.0,7.0,1.7999999999999972,1.7999999999999972,-4.799999999999997,-4.800000000000011,6.7,6.6000000000000005,0.07199999999999995,0.07000000000000006,1.5,-0.033999999999999975,0.029000000000000026,0.006000000000000005,0.007000000000000006,0.02499999999999991,0.02100000000000002,-2.5,-2.4099999999999966,0.03400000000000003,3,0,0.9999996666667778,2022-23
Boston Celtics,Philadelphia 76ers,4,3,4,3,2,3,East,East,57,54,Conf Semis,Boston Celtics,Philadelphia 76ers,3.0,0.0,3.0,0.20000000000000284,0.29999999999999716,-1.4000000000000057,-2.1000000000000085,1.7999999999999998,2.3,0.016000000000000014,0.15999999999999992,0.5,-0.0030000000000000027,0.025000000000000022,0.010000000000000009,-0.006000000000000005,0.0030000000000000027,-0.008000000000000007,1.3999999999999915,1.710000000000008,0.010000000000000009,3,1,0.7499998125000469,2022-23
Denver Nuggets,Los Angeles Lakers,4,0,2,2,1,7,West,West,53,43,Conf Finals,Denver Nuggets,Los Angeles Lakers,-1.0,-5.0,2.0,3.200000000000003,2.8999999999999915,0.20000000000000284,0.29999999999999716,3.0,2.5999999999999996,0.07400000000000007,0.18999999999999995,2.6000000000000014,0.019999999999999962,0.0,0.009000000000000008,0.009999999999999981,0.030999999999999917,0.019000000000000017,-3.299999999999997,-3.180000000000007,0.014000000000000012,2,2,0.49999987500003124,2022-23
Denver Nuggets,Miami Heat,4,1,3,2,1,8,West,East,53,44,First Round,Denver Nuggets,Miami Heat,7.0,2.0,3.0,4.599999999999994,4.5,1.1000000000000085,0.7000000000000028,3.5,3.8,0.05500000000000005,0.21999999999999997,2.6999999999999993,0.014999999999999958,-0.006000000000000005,0.016000000000000014,0.00899999999999998,0.04299999999999993,0.027000000000000024,1.7000000000000028,1.9799999999999898,0.029000000000000026,2,0,0.99999950000025,2022-23
Denver Nuggets,Minnesota Timberwolves,4,1,3,2,1,8,West,West,53,42,First Round,Denver Nuggets,Minnesota Timberwolves,0.0,-4.0,3.0,3.700000000000003,3.5,0.6000000000000085,0.4000000000000057,3.0999999999999996,3.0999999999999996,0.05300000000000005,0.28,1.8999999999999986,0.030999999999999972,0.02400000000000002,0.029000000000000026,-0.0030000000000000027,0.0129999999999999,0.009000000000000008,-3.1000000000000085,-2.8100000000000023,0.02200000000000002,2,2,0.49999987500003124,2022-23
Denver Nuggets,Phoenix Suns,4,2,3,3,1,4,West,West,53,45,Conf Semis,Denver Nuggets,Phoenix Suns,2.0,0.0,1.0,2.9000000000000057,2.299999999999997,1.6000000000000085,1.2000000000000028,1.1999999999999997,1.0999999999999996,0.016000000000000014,-0.019999999999999796,1.1999999999999993,-0.018000000000000016,0.013000000000000012,0.006000000000000005,0.010999999999999982,0.03799999999999992,0.031000000000000028,-0.5,-0.09000000000000341,0.01100000000000001,2,2,0.49999987500003124,2022-23
Golden State Warriors,Sacramento Kings,4,3,3,4,6,3,West,West,44,48,First Round,Sacramento Kings,Golden State Warriors,-2.0,-1.0,-1.0,-3.5,-3.5,-2.6999999999999886,-2.5999999999999943,-0.7999999999999998,-0.9000000000000001,0.06499999999999995,-0.18999999999999995,1.0999999999999979,0.01200000000000001,-0.01200000000000001,0.0030000000000000027,0.024999999999999994,-0.0010000000000000009,-0.008000000000000007,1.7000000000000028,1.5500000000000114,-0.0010000000000000009,3,1,0.7499998125000469,2022-23
Los Angeles Lakers,Golden State Warriors,4,2,3,3,7,6,West,West,43,44,Conf Semis,Golden State Warriors,Los Angeles Lakers,-2.0,0.0,-1.0,-1.7000000000000028,-1.1999999999999886,0.09999999999999432,-0.20000000000000284,-1.8,-1.0,-0.10199999999999998,-0.030000000000000027,-2.5,-0.008000000000000007,0.008000000000000007,0.0030000000000000027,-0.02099999999999999,-0.028999999999999915,-0.018000000000000016,-0.6000000000000085,-0.6200000000000045,0.0010000000000000009,3,1,0.7499998125000469,2022-23
Los Angeles Lakers,Memphis Grizzlies,4,2,3,3,7,2,West,West,43,51,First Round,Memphis Grizzlies,Los Angeles Lakers,0.0,4.0,-3.0,-0.5,-0.7999999999999972,3.200000000000003,2.5,-3.7,-3.3,-0.007000000000000006,-0.10999999999999988,-0.3000000000000007,-0.032999999999999974,0.016000000000000014,-0.0020000000000000018,0.0040000000000000036,0.0020000000000000018,0.01200000000000001,-0.10000000000000853,0.4200000000000017,-0.008000000000000007,2,1,0.6666664444445185,2022-23
Miami Heat,Boston Celtics,4,3,3,4,8,2,East,East,44,57,Conf Finals,Boston Celtics,Miami Heat,-9.0,-1.0,-7.0,-5.299999999999997,-5.0,1.7999999999999972,2.200000000000003,-7.2,-7.2,-0.02400000000000002,-0.22999999999999998,-1.3000000000000007,0.019000000000000017,-0.013000000000000012,-0.008000000000000007,0.0050000000000000044,-0.03599999999999992,-0.026000000000000023,-2.0,-2.3900000000000006,-0.038000000000000034,2,2,0.49999987500003124,2022-23
