SERIES_WINNER,SERIES_LOSER,WINNER_GAMES_WON,LOSER_GAMES_WON,WINNER_HOME_GAMES,LOSER_HOME_GAMES,WINNER_SEED,LOSER_SEED,WINNER_CONF,LOSER_CONF,WINNER_WINS,LOSER_WINS,ROUND,HIGHER_SEED,LOWER_SEED,PointsPG_DIFF,OppPointsPG_DIFF,DiffPointsPG_DIFF,E_OFF_RATING_DIFF,OFF_RATING_DIFF,E_DEF_RATING_DIFF,DEF_RATING_DIFF,E_NET_RATING_DIFF,NET_RATING_DIFF,AST_PCT_DIFF,AST_TO_DIFF,AST_RATIO_DIFF,OREB_PCT_DIFF,DREB_PCT_DIFF,REB_PCT_DIFF,TM_TOV_PCT_DIFF,EFG_PCT_DIFF,TS_PCT_DIFF,E_PACE_DIFF,PACE_DIFF,PIE_DIFF,SERIES_WINNER_H2H_WINS,SERIES_LOSER_H2H_WINS,H2H_WIN_RATIO,SEASON
Boston Celtics,Atlanta Hawks,4,3,4,3,1,8,East,East,66,37,First Round,Boston Celtics,Atlanta Hawks,3.0,-10.0,12.0,3.5999999999999943,3.299999999999997,-9.700000000000003,-9.200000000000003,13.5,12.600000000000001,0.008000000000000007,-0.010000000000000009,0.6000000000000014,-0.02300000000000002,0.02499999999999991,0.01200000000000001,0.0040000000000000036,0.039000000000000035,0.03399999999999992,-0.29999999999999716,-0.46999999999999886,0.08299999999999996,3,0,0.9999996666667778,2007-08
Boston Celtics,Cleveland Cavaliers,4,3,4,3,1,4,East,East,66,45,Conf Semis,Boston Celtics,Cleveland Cavaliers,5.0,-7.0,10.0,4.3999999999999915,4.0,-7.5,-7.300000000000011,12.0,11.4,0.05599999999999994,0.040000000000000036,1.9000000000000021,-0.028000000000000025,-0.008000000000000007,0.0,0.01200000000000001,0.04200000000000004,0.04899999999999993,0.7999999999999972,0.8199999999999932,0.09099999999999997,2,2,0.49999987500003124,2007-08
Boston Celtics,Detroit Pistons,4,2,3,3,1,2,East,East,66,59,Conf Finals,Boston Celtics,Detroit Pistons,4.0,0.0,3.0,-0.4000000000000057,-1.0,-3.799999999999997,-3.4000000000000057,3.5,2.5,0.0030000000000000027,-0.44999999999999996,-0.1999999999999993,-0.02100000000000002,0.007000000000000006,0.0050000000000000044,0.033,0.027000000000000024,0.029999999999999916,3.3999999999999915,3.339999999999989,0.028999999999999915,2,1,0.6666664444445185,2007-08
Boston Celtics,Los Angeles Lakers,4,2,3,3,1,1,East,West,66,57,NBA Finals,Boston Celtics,Los Angeles Lakers,-8.0,-11.0,3.0,-2.700000000000003,-2.9000000000000057,-6.599999999999994,-6.200000000000003,4.1,3.500000000000001,-0.0030000000000000027,-0.26,-0.5,0.009000000000000008,0.0050000000000000044,0.01100000000000001,0.019000000000000017,-0.0030000000000000027,-0.0010000000000000009,-4.700000000000003,-4.820000000000007,0.029999999999999916,2,0,0.99999950000025,2007-08
Cleveland Cavaliers,Washington Wizards,4,2,3,3,4,5,East,East,45,43,First Round,Cleveland Cavaliers,Washington Wizards,-3.0,-2.0,0.0,-2.799999999999997,-2.799999999999997,-3.0999999999999943,-2.5,0.30000000000000004,-0.3,0.020000000000000018,-0.06000000000000005,0.09999999999999964,0.014000000000000012,0.020000000000000018,0.015000000000000013,0.008000000000000007,-0.009000000000000008,-0.015000000000000013,0.5,0.21000000000000796,0.0020000000000000018,2,2,0.49999987500003124,2007-08
Detroit Pistons,Orlando Magic,4,1,3,2,2,3,East,East,59,52,Conf Semis,Detroit Pistons,Orlando Magic,-7.0,-9.0,2.0,-1.0,-0.6000000000000085,-2.700000000000003,-3.4000000000000057,1.7000000000000002,2.700000000000001,0.052999999999999936,0.47,1.4000000000000021,0.05299999999999999,-0.009000000000000008,0.01200000000000001,-0.01999999999999999,-0.04200000000000004,-0.03599999999999992,-5.699999999999989,-5.47999999999999,0.02300000000000002,2,2,0.49999987500003124,2007-08
Detroit Pistons,Philadelphia 76ers,4,2,3,3,2,7,East,East,59,40,First Round,Detroit Pistons,Philadelphia 76ers,0.0,-6.0,7.0,5.0,4.700000000000003,-3.4000000000000057,-3.200000000000003,8.4,7.800000000000001,0.06399999999999995,0.49,1.9000000000000004,-0.023999999999999966,0.01200000000000001,-0.0020000000000000018,-0.024999999999999994,0.013000000000000012,0.017000000000000015,-3.1999999999999886,-3.019999999999996,0.052000000000000046,2,2,0.49999987500003124,2007-08
Los Angeles Lakers,Denver Nuggets,4,0,2,2,1,8,West,West,57,50,First Round,Los Angeles Lakers,Denver Nuggets,-2.0,-6.0,3.0,2.700000000000003,2.799999999999997,-0.4000000000000057,-1.2000000000000028,3.0,3.9,0.0050000000000000044,0.050000000000000044,0.40000000000000213,0.0050000000000000044,0.015999999999999903,0.013000000000000012,0.0010000000000000009,0.015000000000000013,0.0129999999999999,-4.299999999999997,-3.8799999999999955,0.02200000000000002,3,0,0.9999996666667778,2007-08
Los Angeles Lakers,San Antonio Spurs,4,1,3,2,1,3,West,West,57,56,Conf Finals,Los Angeles Lakers,San Antonio Spurs,14.0,10.0,2.0,5.599999999999994,5.700000000000003,3.299999999999997,3.5999999999999943,2.2,2.0,0.03200000000000003,0.07000000000000006,1.0,0.02899999999999997,-0.031000000000000028,0.0040000000000000036,0.004999999999999977,0.02100000000000002,0.026999999999999913,7.200000000000003,6.980000000000004,0.018000000000000016,2,2,0.49999987500003124,2007-08
Los Angeles Lakers,Utah Jazz,4,2,3,3,1,4,West,West,57,54,Conf Semis,Los Angeles Lakers,Utah Jazz,3.0,2.0,0.0,-0.5,-0.3999999999999915,-1.2000000000000028,-0.6000000000000085,0.6000000000000005,0.09999999999999964,-0.04300000000000004,-0.07000000000000006,-1.5,-0.030000000000000027,-0.008000000000000007,-0.014000000000000012,-0.009000000000000008,-0.0030000000000000027,-0.0030000000000000027,2.4000000000000057,2.0600000000000023,-0.0050000000000000044,3,1,0.7499998125000469,2007-08
New Orleans Hornets,Dallas Mavericks,4,1,3,2,2,7,West,West,56,51,First Round,New Orleans Hornets,Dallas Mavericks,1.0,0.0,0.0,0.4000000000000057,0.5,-0.19999999999998863,-0.29999999999999716,0.7999999999999998,0.7999999999999998,-0.0050000000000000044,0.17000000000000015,0.5,0.0,0.0010000000000000009,-0.008000000000000007,-0.008000000000000007,0.010000000000000009,-0.006000000000000005,-0.4000000000000057,-0.3399999999999892,-0.010000000000000009,2,2,0.49999987500003124,2007-08
Orlando Magic,Toronto Raptors,4,1,3,2,3,6,East,East,52,41,First Round,Orlando Magic,Toronto Raptors,4.0,2.0,2.0,1.2999999999999972,1.5,-1.5999999999999943,-0.6999999999999886,2.8,2.3,-0.061999999999999944,-0.5900000000000001,-2.3000000000000007,0.0050000000000000044,0.0,0.01200000000000001,0.023999999999999994,0.026000000000000023,0.02399999999999991,3.1999999999999886,2.6700000000000017,0.010000000000000009,2,1,0.6666664444445185,2007-08
San Antonio Spurs,New Orleans Hornets,4,3,3,4,3,2,West,West,56,56,Conf Semis,New Orleans Hornets,San Antonio Spurs,-6.0,-5.0,0.0,-4.299999999999997,-4.0,-3.4000000000000057,-3.700000000000003,-1.0,-0.2999999999999998,0.02100000000000002,-0.17000000000000015,-0.09999999999999787,-0.03199999999999997,0.016000000000000014,-0.0030000000000000027,0.010000000000000009,-0.008000000000000007,-0.0050000000000000044,-1.2999999999999972,-1.3200000000000074,0.007000000000000006,2,2,0.49999987500003124,2007-08
San Antonio Spurs,Phoenix Suns,4,1,3,2,3,6,West,West,56,55,First Round,San Antonio Spurs,Phoenix Suns,-15.0,-14.0,0.0,-6.5,-6.0,-5.400000000000006,-6.299999999999997,-1.0999999999999996,0.2999999999999998,-0.06000000000000005,-0.19000000000000017,-2.599999999999998,0.015000000000000013,0.05899999999999994,0.02200000000000002,-0.0069999999999999785,-0.04700000000000004,-0.04699999999999993,-8.200000000000003,-8.0,-0.02300000000000002,1,3,0.24999993750001562,2007-08
