SERIES_WINNER,SERIES_LOSER,WINNER_GAMES_WON,LOSER_GAMES_WON,WINNER_HOME_GAMES,LOSER_HOME_GAMES,WINNER_SEED,LOSER_SEED,WINNER_CONF,LOSER_CONF,WINNER_WINS,LOSER_WINS,ROUND,HIGHER_SEED,LOWER_SEED,PointsPG_DIFF,OppPointsPG_DIFF,DiffPointsPG_DIFF,E_OFF_RATING_DIFF,OFF_RATING_DIFF,E_DEF_RATING_DIFF,DEF_RATING_DIFF,E_NET_RATING_DIFF,NET_RATING_DIFF,AST_PCT_DIFF,AST_TO_DIFF,AST_RATIO_DIFF,OREB_PCT_DIFF,DREB_PCT_DIFF,REB_PCT_DIFF,TM_TOV_PCT_DIFF,EFG_PCT_DIFF,TS_PCT_DIFF,E_PACE_DIFF,PACE_DIFF,PIE_DIFF,SERIES_WINNER_H2H_WINS,SERIES_LOSER_H2H_WINS,H2H_WIN_RATIO,SEASON
Boston Celtics,Milwaukee Bucks,4,3,4,3,2,7,East,East,55,44,First Round,Boston Celtics,Milwaukee Bucks,-2.0,-7.0,4.0,-2.5,-2.200000000000003,-5.599999999999994,-5.8999999999999915,3.0,3.8000000000000003,0.0010000000000000009,-0.07999999999999985,-0.6999999999999993,0.019000000000000017,0.030000000000000027,0.02400000000000002,0.0020000000000000018,-0.013000000000000012,-0.018999999999999906,-0.29999999999999716,-0.28000000000000114,0.017000000000000015,2,2,0.49999987500003124,2017-18
Boston Celtics,Philadelphia 76ers,4,1,3,2,2,3,East,East,55,52,Conf Semis,Boston Celtics,Philadelphia 76ers,-6.0,-5.0,-1.0,-2.1000000000000085,-1.7000000000000028,-0.5,-0.7000000000000028,-1.7000000000000002,-0.9999999999999996,-0.07700000000000007,-0.039999999999999813,-2.1000000000000014,-0.022999999999999965,0.0030000000000000027,-0.016000000000000014,-0.019000000000000017,-0.017000000000000015,-0.015999999999999903,-4.0,-4.0,-0.02300000000000002,3,1,0.7499998125000469,2017-18
Cleveland Cavaliers,Boston Celtics,4,3,3,4,4,2,East,East,50,55,Conf Finals,Boston Celtics,Cleveland Cavaliers,7.0,10.0,-3.0,5.299999999999997,5.200000000000003,8.0,7.8999999999999915,-2.7,-2.6,-0.007000000000000006,0.09999999999999987,0.5,-0.020000000000000018,-0.009000000000000008,-0.01200000000000001,-0.004999999999999977,0.029000000000000026,0.03199999999999992,1.8999999999999915,1.9699999999999989,-0.017000000000000015,2,1,0.6666664444445185,2017-18
Cleveland Cavaliers,Indiana Pacers,4,3,4,3,4,5,East,East,50,48,First Round,Cleveland Cavaliers,Indiana Pacers,5.0,6.0,0.0,3.3999999999999915,3.5,3.9000000000000057,3.799999999999997,-0.6000000000000001,-0.30000000000000004,0.03499999999999992,0.030000000000000027,0.6999999999999993,-0.028000000000000025,0.009000000000000008,-0.0040000000000000036,0.0030000000000000027,0.02200000000000002,0.026999999999999913,1.8999999999999915,1.8799999999999955,-0.007000000000000006,1,3,0.24999993750001562,2017-18
Cleveland Cavaliers,Toronto Raptors,4,0,2,2,4,1,East,East,50,59,Conf Semis,Toronto Raptors,Cleveland Cavaliers,-1.0,6.0,-7.0,-0.4000000000000057,-1.0,6.099999999999994,5.799999999999997,-6.6,-6.7,-0.01100000000000001,-0.1200000000000001,-0.3999999999999986,-0.031000000000000028,0.0050000000000000044,-0.010000000000000009,0.0040000000000000036,0.008000000000000007,0.009000000000000008,0.29999999999999716,0.7000000000000028,-0.03600000000000003,2,1,0.6666664444445185,2017-18
Golden State Warriors,Cleveland Cavaliers,4,0,2,2,2,4,West,East,58,50,NBA Finals,Golden State Warriors,Cleveland Cavaliers,2.0,-3.0,5.0,1.7000000000000028,0.7999999999999972,-5.299999999999997,-4.299999999999997,7.1,4.9,0.1060000000000001,0.19999999999999996,3.3999999999999986,0.0,-0.018000000000000016,0.0050000000000000044,0.013999999999999985,0.02199999999999991,0.019000000000000017,1.7000000000000028,1.6299999999999955,0.052000000000000046,2,0,0.99999950000025,2017-18
Golden State Warriors,Houston Rockets,4,3,3,4,2,1,West,West,58,65,Conf Finals,Houston Rockets,Golden State Warriors,1.0,3.0,-2.0,0.09999999999999432,-1.2999999999999972,0.4000000000000057,1.0999999999999943,-0.40000000000000036,-2.5,0.128,0.33999999999999986,4.5,-0.01100000000000001,-0.038000000000000034,-0.006000000000000005,0.01200000000000001,0.017999999999999905,0.013000000000000012,2.0999999999999943,2.3299999999999983,0.02300000000000002,1,2,0.33333322222225925,2017-18
Golden State Warriors,New Orleans Pelicans,4,1,3,2,2,6,West,West,58,48,Conf Semis,Golden State Warriors,New Orleans Pelicans,1.0,-3.0,5.0,4.599999999999994,4.299999999999997,-1.3999999999999915,-0.6000000000000085,6.0,4.800000000000001,0.05800000000000005,0.10999999999999988,1.8999999999999986,0.0030000000000000027,-0.014000000000000012,0.0030000000000000027,0.008000000000000007,0.027999999999999914,0.030000000000000027,-0.9000000000000057,-1.1300000000000097,0.029000000000000026,3,1,0.7499998125000469,2017-18
Golden State Warriors,San Antonio Spurs,4,1,3,2,2,7,West,West,58,47,First Round,Golden State Warriors,San Antonio Spurs,10.0,7.0,3.0,6.799999999999997,5.700000000000003,1.7999999999999972,2.700000000000003,5.0,2.9000000000000004,0.10200000000000009,0.16999999999999993,3.599999999999998,-0.03400000000000003,-0.029000000000000026,-0.01100000000000001,0.015999999999999986,0.061999999999999944,0.05999999999999994,4.599999999999994,4.6499999999999915,0.029000000000000026,3,1,0.7499998125000469,2017-18
Houston Rockets,Minnesota Timberwolves,4,1,3,2,1,8,West,West,65,47,First Round,Houston Rockets,Minnesota Timberwolves,2.0,-3.0,6.0,1.4000000000000057,1.5999999999999943,-4.6000000000000085,-4.5,6.1,6.1000000000000005,0.0040000000000000036,-0.26,-0.6000000000000014,-0.034999999999999976,0.030000000000000027,0.0,0.012999999999999984,0.028000000000000025,0.02400000000000002,1.4000000000000057,1.269999999999996,0.013000000000000012,4,0,0.9999997500000625,2017-18
