SERIES_WINNER,SERIES_LOSER,WINNER_GAMES_WON,LOSER_GAMES_WON,WINNER_HOME_GAMES,LOSER_HOME_GAMES,WINNER_SEED,LOSER_SEED,WINNER_CONF,LOSER_CONF,WINNER_WINS,LOSER_WINS,ROUND,HIGHER_SEED,LOWER_SEED,PointsPG_DIFF,OppPointsPG_DIFF,DiffPointsPG_DIFF,E_OFF_RATING_DIFF,OFF_RATING_DIFF,E_DEF_RATING_DIFF,DEF_RATING_DIFF,E_NET_RATING_DIFF,NET_RATING_DIFF,AST_PCT_DIFF,AST_TO_DIFF,AST_RATIO_DIFF,OREB_PCT_DIFF,DREB_PCT_DIFF,REB_PCT_DIFF,TM_TOV_PCT_DIFF,EFG_PCT_DIFF,TS_PCT_DIFF,E_PACE_DIFF,PACE_DIFF,PIE_DIFF,SERIES_WINNER_H2H_WINS,SERIES_LOSER_H2H_WINS,H2H_WIN_RATIO,SEASON
Boston Celtics,Orlando Magic,4,1,3,2,2,7,East,East,61,41,First Round,Boston Celtics,Orlando Magic,11.0,1.0,9.0,11.0,10.599999999999994,1.2000000000000028,1.0,9.9,9.6,0.025000000000000022,0.5800000000000001,1.8999999999999986,-0.01100000000000001,-0.0030000000000000027,0.0050000000000000044,-0.024999999999999994,0.051000000000000045,0.040999999999999925,-0.29999999999999716,0.0799999999999983,0.04500000000000004,1,2,0.33333322222225925,2024-25
Cleveland Cavaliers,Miami Heat,4,0,2,2,1,8,East,East,64,37,First Round,Cleveland Cavaliers,Miami Heat,11.0,2.0,9.0,8.299999999999997,8.599999999999994,-1.5999999999999943,-0.20000000000000284,9.799999999999999,8.799999999999999,-0.02200000000000002,0.18999999999999995,0.40000000000000213,0.032999999999999974,-0.02400000000000002,0.009000000000000008,-0.007000000000000006,0.03399999999999992,0.031000000000000028,4.0,3.230000000000004,0.041000000000000036,2,1,0.6666664444445185,2024-25
Denver Nuggets,LA Clippers,4,3,4,3,4,5,West,West,50,50,First Round,Denver Nuggets,LA Clippers,8.0,9.0,-1.0,4.799999999999997,4.6000000000000085,5.199999999999989,5.699999999999989,-0.40000000000000036,-1.1000000000000005,0.07800000000000007,0.48,2.700000000000003,0.029000000000000026,-0.025000000000000022,0.008000000000000007,-0.010999999999999982,0.018999999999999906,0.015000000000000013,2.5999999999999943,2.430000000000007,0.008000000000000007,2,2,0.49999987500003124,2024-25
Golden State Warriors,Houston Rockets,4,3,3,4,7,2,West,West,48,52,First Round,Houston Rockets,Golden State Warriors,0.0,0.0,-2.0,0.5999999999999943,-0.7000000000000028,0.9000000000000057,0.7000000000000028,-0.2999999999999998,-1.3999999999999995,0.16499999999999992,0.3899999999999999,3.700000000000003,-0.04899999999999999,0.0010000000000000009,-0.02400000000000002,0.0009999999999999731,0.013000000000000012,0.014999999999999902,-0.29999999999999716,0.3400000000000034,0.0,3,2,0.599999880000024,2024-25
Indiana Pacers,Cleveland Cavaliers,4,1,2,3,4,1,East,East,50,64,Conf Semis,Cleveland Cavaliers,Indiana Pacers,-5.0,3.0,-8.0,-5.0,-5.599999999999994,2.299999999999997,1.5,-7.3,-7.1,0.040000000000000036,0.0900000000000003,0.8999999999999986,-0.04199999999999998,0.0050000000000000044,-0.02200000000000002,-0.0010000000000000009,-0.015999999999999903,-0.013000000000000012,-0.20000000000000284,0.45000000000000284,-0.025000000000000022,3,1,0.7499998125000469,2024-25
Indiana Pacers,Milwaukee Bucks,4,1,3,2,4,5,East,East,50,48,First Round,Indiana Pacers,Milwaukee Bucks,1.0,2.0,0.0,0.5,0.30000000000001137,0.3999999999999915,0.5999999999999943,0.09999999999999964,-0.2999999999999998,0.06400000000000006,0.3100000000000003,1.8000000000000007,0.019000000000000017,-0.020000000000000018,-0.008000000000000007,-0.0030000000000000027,-0.005999999999999894,-0.0040000000000000036,0.7999999999999972,0.8400000000000034,0.008000000000000007,1,3,0.24999993750001562,2024-25
Indiana Pacers,New York Knicks,4,2,3,3,4,3,East,East,50,51,Conf Finals,New York Knicks,Indiana Pacers,1.0,3.0,-2.0,-0.9000000000000057,-1.8999999999999915,-0.5,0.0,-0.40000000000000036,-1.9,0.03700000000000003,0.15000000000000036,0.8999999999999986,-0.05099999999999999,-0.0050000000000000044,-0.025000000000000022,-0.0040000000000000036,0.006000000000000005,0.0050000000000000044,2.9000000000000057,3.1200000000000045,-0.006000000000000005,1,2,0.33333322222225925,2024-25
Minnesota Timberwolves,Golden State Warriors,4,1,3,2,6,7,West,West,49,48,Conf Semis,Minnesota Timberwolves,Golden State Warriors,0.0,-1.0,2.0,1.5999999999999943,1.5,-0.30000000000001137,-0.20000000000000284,1.9,1.7999999999999998,-0.07699999999999996,-0.2599999999999998,-1.4000000000000021,-0.014000000000000012,-0.007000000000000006,-0.0020000000000000018,0.0050000000000000044,0.018000000000000016,0.020000000000000018,-1.5,-1.4200000000000017,0.009000000000000008,1,3,0.24999993750001562,2024-25
Minnesota Timberwolves,Los Angeles Lakers,4,1,2,3,6,3,West,West,49,50,First Round,Los Angeles Lakers,Minnesota Timberwolves,1.0,-3.0,4.0,0.19999999999998863,0.7000000000000028,-2.8000000000000114,-3.0,2.9,3.8,0.0020000000000000018,-0.050000000000000044,-0.1999999999999993,0.02699999999999997,0.007000000000000006,0.01200000000000001,0.0040000000000000036,-0.0030000000000000027,-0.0050000000000000044,-0.29999999999999716,-0.39000000000000057,0.013000000000000012,2,2,0.49999987500003124,2024-25
New York Knicks,Boston Celtics,4,2,3,3,3,2,East,East,51,61,Conf Semis,Boston Celtics,New York Knicks,0.0,5.0,-5.0,-2.5,-2.200000000000003,3.799999999999997,3.200000000000003,-6.3999999999999995,-5.4,0.006000000000000005,-0.13000000000000034,0.6000000000000014,0.014000000000000012,-0.007000000000000006,0.0020000000000000018,0.01200000000000001,-0.0050000000000000044,-0.0020000000000000018,1.0,1.0499999999999972,-0.015000000000000013,0,4,0.0,2024-25
New York Knicks,Detroit Pistons,4,2,3,3,3,6,East,East,51,44,First Round,New York Knicks,Detroit Pistons,0.0,-2.0,2.0,3.0,2.700000000000003,1.7000000000000028,0.7999999999999972,1.3000000000000003,1.9,0.016000000000000014,0.2899999999999998,1.0,0.0,-0.0040000000000000036,-0.0030000000000000027,-0.012999999999999984,0.009000000000000008,0.009000000000000008,-3.200000000000003,-2.6299999999999955,0.018000000000000016,1,3,0.24999993750001562,2024-25
Oklahoma City Thunder,Denver Nuggets,4,3,4,3,1,4,West,West,68,50,Conf Semis,Oklahoma City Thunder,Denver Nuggets,0.0,-9.0,9.0,0.09999999999999432,0.29999999999999716,-8.399999999999991,-8.5,8.5,8.899999999999999,-0.08100000000000007,0.1200000000000001,-2.200000000000003,-0.02999999999999997,-0.0050000000000000044,-0.02400000000000002,-0.024000000000000007,-0.0129999999999999,-0.01100000000000001,0.29999999999999716,0.23000000000000398,0.03300000000000003,2,2,0.49999987500003124,2024-25
