SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
42002,1610612751,NJN,New Jersey Nets,0040200213,2003-05-09,NJN @ BOS,W,240,94,34,69,0.493,4,11,0.364,22,36,0.611,5,33,38,25,7,1,9,19,18.0
42002,1610612738,BOS,Boston Celtics,0040200213,2003-05-09,BOS vs. NJN,L,240,76,27,78,0.346,8,24,0.333,14,16,0.875,11,33,44,14,4,6,16,27,-18.0
42002,1610612759,SAS,San Antonio Spurs,0040200223,2003-05-09,SAS @ LAL,L,240,95,36,86,0.419,3,11,0.273,20,24,0.833,13,23,36,17,9,3,10,28,-15.0
42002,1610612755,PHI,Philadelphia 76ers,0040200202,2003-05-08,PHI @ DET,L,265,97,40,88,0.455,3,12,0.25,14,20,0.7,16,32,48,20,6,5,15,28,-7.0
42002,1610612742,DAL,Dallas Mavericks,0040200232,2003-05-08,DAL vs. SAC,W,240,132,51,99,0.515,17,32,0.531,13,18,0.722,14,32,46,23,5,4,11,25,22.0
42002,1610612758,SAC,Sacramento Kings,0040200232,2003-05-08,SAC @ DAL,L,240,110,37,79,0.468,9,22,0.409,27,34,0.794,12,32,44,27,7,3,18,23,-22.0
42002,1610612765,DET,Detroit Pistons,0040200202,2003-05-08,DET vs. PHI,W,265,104,36,75,0.48,11,22,0.5,21,35,0.6,9,26,35,16,6,4,13,24,7.0
42002,1610612747,LAL,Los Angeles Lakers,0040200222,2003-05-07,LAL @ SAS,L,240,95,36,80,0.45,8,23,0.348,15,24,0.625,7,30,37,10,5,1,16,25,-19.0
42002,1610612751,NJN,New Jersey Nets,0040200212,2003-05-07,NJN vs. BOS,W,240,104,35,79,0.443,7,10,0.7,27,33,0.818,13,31,44,29,11,1,17,23,9.0
42002,1610612738,BOS,Boston Celtics,0040200212,2003-05-07,BOS @ NJN,L,240,95,35,77,0.455,5,19,0.263,20,25,0.8,10,29,39,24,11,4,21,25,-9.0
42002,1610612759,SAS,San Antonio Spurs,0040200222,2003-05-07,SAS vs. LAL,W,240,114,42,75,0.56,8,14,0.571,22,27,0.815,5,34,39,27,8,5,13,24,19.0
42002,1610612742,DAL,Dallas Mavericks,0040200231,2003-05-06,DAL vs. SAC,L,240,113,46,98,0.469,8,24,0.333,13,18,0.722,16,26,42,25,4,5,13,23,-11.0
42002,1610612765,DET,Detroit Pistons,0040200201,2003-05-06,DET vs. PHI,W,240,98,32,71,0.451,8,24,0.333,26,32,0.813,12,26,38,18,10,8,11,25,11.0
42002,1610612755,PHI,Philadelphia 76ers,0040200201,2003-05-06,PHI @ DET,L,240,87,32,68,0.471,3,9,0.333,20,26,0.769,8,27,35,18,4,1,17,26,-11.0
42002,1610612758,SAC,Sacramento Kings,0040200231,2003-05-06,SAC @ DAL,W,240,124,44,80,0.55,9,21,0.429,27,33,0.818,9,34,43,31,11,3,14,23,11.0
42002,1610612759,SAS,San Antonio Spurs,0040200221,2003-05-05,SAS vs. LAL,W,240,87,30,80,0.375,6,14,0.429,21,35,0.6,12,33,45,19,9,6,11,20,5.0
42002,1610612738,BOS,Boston Celtics,0040200211,2003-05-05,BOS @ NJN,L,240,93,33,75,0.44,9,28,0.321,18,24,0.75,4,26,30,25,9,5,15,28,-4.0
42002,1610612751,NJN,New Jersey Nets,0040200211,2003-05-05,NJN vs. BOS,W,240,97,34,81,0.42,6,18,0.333,23,28,0.821,10,34,44,24,6,4,18,23,4.0
42002,1610612747,LAL,Los Angeles Lakers,0040200221,2003-05-05,LAL @ SAS,L,240,82,34,86,0.395,5,15,0.333,9,12,0.75,14,43,57,11,2,6,19,24,-5.0
42002,1610612753,ORL,Orlando Magic,0040200107,2003-05-04,ORL @ DET,L,240,93,33,79,0.418,7,21,0.333,20,22,0.909,14,20,34,18,2,4,13,25,-15.0
42002,1610612742,DAL,Dallas Mavericks,0040200167,2003-05-04,DAL vs. POR,W,240,107,38,83,0.458,7,20,0.35,24,26,0.923,13,29,42,15,7,9,11,24,12.0
42002,1610612757,POR,Portland Trail Blazers,0040200167,2003-05-04,POR @ DAL,L,240,95,35,82,0.427,9,19,0.474,16,19,0.842,13,29,42,26,5,5,14,25,-12.0
42002,1610612765,DET,Detroit Pistons,0040200107,2003-05-04,DET vs. ORL,W,240,108,40,73,0.548,8,19,0.421,20,26,0.769,8,27,35,28,10,6,11,22,15.0
42002,1610612753,ORL,Orlando Magic,0040200106,2003-05-02,ORL vs. DET,L,240,88,32,81,0.395,2,18,0.111,22,28,0.786,11,36,47,13,5,2,16,36,-15.0
42002,1610612740,NOH,New Orleans Hornets,0040200136,2003-05-02,NOH vs. PHI,L,240,103,41,83,0.494,7,16,0.438,14,23,0.609,11,28,39,26,5,9,8,27,-4.0
42002,1610612765,DET,Detroit Pistons,0040200106,2003-05-02,DET @ ORL,W,240,103,32,74,0.432,7,23,0.304,32,51,0.627,12,33,45,13,9,5,10,27,15.0
42002,1610612755,PHI,Philadelphia 76ers,0040200136,2003-05-02,PHI @ NOH,W,240,107,37,80,0.463,7,20,0.35,26,32,0.813,16,28,44,20,5,3,10,27,4.0
42002,1610612757,POR,Portland Trail Blazers,0040200166,2003-05-02,POR vs. DAL,W,240,125,49,82,0.598,4,9,0.444,23,25,0.92,14,31,45,32,3,6,15,22,22.0
42002,1610612742,DAL,Dallas Mavericks,0040200166,2003-05-02,DAL @ POR,L,240,103,39,92,0.424,9,17,0.529,16,21,0.762,17,15,32,26,6,2,11,23,-22.0
42002,1610612751,NJN,New Jersey Nets,0040200116,2003-05-01,NJN @ MIL,W,240,113,40,81,0.494,6,16,0.375,27,35,0.771,20,26,46,25,5,4,12,28,12.0
42002,1610612750,MIN,Minnesota Timberwolves,0040200176,2003-05-01,MIN @ LAL,L,240,85,32,80,0.4,2,12,0.167,19,26,0.731,11,30,41,19,7,1,14,21,-16.0
42002,1610612747,LAL,Los Angeles Lakers,0040200176,2003-05-01,LAL vs. MIN,W,240,101,44,91,0.484,4,20,0.2,9,19,0.474,18,33,51,34,7,5,12,24,16.0
42002,1610612754,IND,Indiana Pacers,0040200126,2003-05-01,IND @ BOS,L,240,90,25,85,0.294,9,31,0.29,31,40,0.775,24,29,53,10,2,6,10,25,-20.0
42002,1610612759,SAS,San Antonio Spurs,0040200146,2003-05-01,SAS @ PHX,W,240,87,29,76,0.382,9,24,0.375,20,35,0.571,16,31,47,24,10,7,18,21,2.0
42002,1610612756,PHX,Phoenix Suns,0040200146,2003-05-01,PHX vs. SAS,L,240,85,32,88,0.364,8,22,0.364,13,16,0.813,19,32,51,16,9,4,19,27,-2.0
42002,1610612749,MIL,Milwaukee Bucks,0040200116,2003-05-01,MIL vs. NJN,L,240,101,38,72,0.528,4,9,0.444,21,28,0.75,8,21,29,22,6,4,16,27,-12.0
42002,1610612738,BOS,Boston Celtics,0040200126,2003-05-01,BOS vs. IND,W,240,110,40,83,0.482,12,25,0.48,18,26,0.692,11,30,41,17,6,7,6,31,20.0
42002,1610612762,UTA,Utah Jazz,0040200155,2003-04-30,UTA @ SAC,L,240,91,34,82,0.415,1,6,0.167,22,27,0.815,15,20,35,23,5,0,16,29,-20.0
42002,1610612765,DET,Detroit Pistons,0040200105,2003-04-30,DET vs. ORL,W,240,98,35,80,0.438,5,23,0.217,23,28,0.821,16,29,45,19,8,8,9,21,31.0
42002,1610612757,POR,Portland Trail Blazers,0040200165,2003-04-30,POR @ DAL,W,240,103,39,86,0.453,7,25,0.28,18,23,0.783,20,28,48,23,6,5,16,25,4.0
42002,1610612742,DAL,Dallas Mavericks,0040200165,2003-04-30,DAL vs. POR,L,240,99,36,73,0.493,3,11,0.273,24,29,0.828,11,21,32,18,6,2,11,24,-4.0
42002,1610612758,SAC,Sacramento Kings,0040200155,2003-04-30,SAC vs. UTA,W,240,111,38,72,0.528,4,10,0.4,31,40,0.775,11,29,40,21,10,3,17,26,20.0
42002,1610612740,NOH,New Orleans Hornets,0040200135,2003-04-30,NOH @ PHI,W,240,93,34,83,0.41,6,17,0.353,19,29,0.655,15,24,39,20,9,4,10,21,2.0
42002,1610612753,ORL,Orlando Magic,0040200105,2003-04-30,ORL @ DET,L,240,67,24,75,0.32,5,18,0.278,14,17,0.824,17,26,43,10,5,4,18,31,-31.0
42002,1610612755,PHI,Philadelphia 76ers,0040200135,2003-04-30,PHI vs. NOH,L,240,91,31,73,0.425,4,10,0.4,25,28,0.893,13,30,43,20,5,3,14,21,-2.0
42002,1610612756,PHX,Phoenix Suns,0040200145,2003-04-29,PHX @ SAS,L,240,82,30,82,0.366,5,12,0.417,17,25,0.68,11,29,40,17,13,8,19,32,-12.0
42002,1610612738,BOS,Boston Celtics,0040200125,2003-04-29,BOS @ IND,L,265,88,35,84,0.417,8,25,0.32,10,13,0.769,9,33,42,20,7,6,13,22,-5.0
42002,1610612751,NJN,New Jersey Nets,0040200115,2003-04-29,NJN vs. MIL,W,240,89,27,80,0.338,4,14,0.286,31,38,0.816,17,37,54,20,6,4,16,30,7.0
42002,1610612749,MIL,Milwaukee Bucks,0040200115,2003-04-29,MIL @ NJN,L,240,82,26,76,0.342,4,18,0.222,26,32,0.813,8,32,40,12,7,3,12,32,-7.0
42002,1610612759,SAS,San Antonio Spurs,0040200145,2003-04-29,SAS vs. PHX,W,240,94,31,74,0.419,1,8,0.125,31,41,0.756,15,38,53,22,10,9,19,22,12.0
42002,1610612747,LAL,Los Angeles Lakers,0040200175,2003-04-29,LAL @ MIN,W,240,120,45,83,0.542,12,23,0.522,18,26,0.692,10,34,44,25,13,7,7,16,30.0
42002,1610612754,IND,Indiana Pacers,0040200125,2003-04-29,IND vs. BOS,W,265,93,34,87,0.391,5,12,0.417,20,23,0.87,17,38,55,20,9,10,13,20,5.0
42002,1610612750,MIN,Minnesota Timberwolves,0040200175,2003-04-29,MIN vs. LAL,L,240,90,36,84,0.429,5,12,0.417,13,19,0.684,9,27,36,26,3,4,17,15,-30.0
42002,1610612755,PHI,Philadelphia 76ers,0040200134,2003-04-28,PHI @ NOH,W,240,96,34,80,0.425,7,13,0.538,21,29,0.724,17,26,43,20,13,2,14,15,9.0
42002,1610612740,NOH,New Orleans Hornets,0040200134,2003-04-28,NOH vs. PHI,L,240,87,32,75,0.427,9,19,0.474,14,17,0.824,12,26,38,20,9,6,19,28,-9.0
42002,1610612762,UTA,Utah Jazz,0040200154,2003-04-28,UTA vs. SAC,L,240,82,28,72,0.389,1,3,0.333,25,30,0.833,13,34,47,17,5,9,22,23,-17.0
42002,1610612758,SAC,Sacramento Kings,0040200154,2003-04-28,SAC @ UTA,W,240,99,41,90,0.456,6,15,0.4,11,15,0.733,11,28,39,17,14,8,7,24,17.0
42002,1610612747,LAL,Los Angeles Lakers,0040200174,2003-04-27,LAL vs. MIN,W,240,102,35,88,0.398,6,20,0.3,26,35,0.743,18,31,49,20,9,4,10,25,5.0
42002,1610612753,ORL,Orlando Magic,0040200104,2003-04-27,ORL vs. DET,W,240,100,32,64,0.5,7,16,0.438,29,42,0.69,6,28,34,20,7,4,15,23,8.0
42002,1610612759,SAS,San Antonio Spurs,0040200144,2003-04-27,SAS @ PHX,L,240,84,28,70,0.4,5,12,0.417,23,28,0.821,15,32,47,13,4,6,25,22,-2.0
42002,1610612757,POR,Portland Trail Blazers,0040200164,2003-04-27,POR vs. DAL,W,240,98,31,75,0.413,6,15,0.4,30,42,0.714,8,35,43,24,9,2,8,19,19.0
42002,1610612754,IND,Indiana Pacers,0040200124,2003-04-27,IND @ BOS,L,240,92,33,69,0.478,2,8,0.25,24,31,0.774,5,32,37,21,10,5,15,28,-10.0
42002,1610612738,BOS,Boston Celtics,0040200124,2003-04-27,BOS vs. IND,W,240,102,32,73,0.438,12,27,0.444,26,34,0.765,10,27,37,22,10,2,16,23,10.0
42002,1610612765,DET,Detroit Pistons,0040200104,2003-04-27,DET @ ORL,L,240,92,33,80,0.413,9,18,0.5,17,22,0.773,18,25,43,16,11,3,16,28,-8.0
42002,1610612750,MIN,Minnesota Timberwolves,0040200174,2003-04-27,MIN @ LAL,L,240,97,36,83,0.434,9,27,0.333,16,20,0.8,8,35,43,18,5,2,16,29,-5.0
42002,1610612756,PHX,Phoenix Suns,0040200144,2003-04-27,PHX vs. SAS,W,240,86,33,79,0.418,4,12,0.333,16,24,0.667,13,25,38,22,9,7,17,30,2.0
42002,1610612742,DAL,Dallas Mavericks,0040200164,2003-04-27,DAL @ POR,L,240,79,31,83,0.373,5,20,0.25,12,13,0.923,10,34,44,18,6,6,15,28,-19.0
42002,1610612749,MIL,Milwaukee Bucks,0040200114,2003-04-26,MIL vs. NJN,W,265,119,42,92,0.457,11,24,0.458,24,28,0.857,12,31,43,20,3,3,10,37,5.0
42002,1610612762,UTA,Utah Jazz,0040200153,2003-04-26,UTA vs. SAC,W,240,107,35,79,0.443,2,3,0.667,35,49,0.714,16,27,43,23,8,9,7,21,3.0
42002,1610612740,NOH,New Orleans Hornets,0040200133,2003-04-26,NOH vs. PHI,W,240,99,35,87,0.402,8,23,0.348,21,24,0.875,21,30,51,22,8,2,10,23,14.0
42002,1610612751,NJN,New Jersey Nets,0040200114,2003-04-26,NJN @ MIL,L,265,114,39,75,0.52,3,10,0.3,33,47,0.702,11,30,41,23,5,4,14,30,-5.0
42002,1610612755,PHI,Philadelphia 76ers,0040200133,2003-04-26,PHI @ NOH,L,240,85,30,70,0.429,2,14,0.143,23,26,0.885,6,27,33,17,3,1,16,20,-14.0
42002,1610612758,SAC,Sacramento Kings,0040200153,2003-04-26,SAC @ UTA,L,240,104,38,84,0.452,8,20,0.4,20,28,0.714,17,23,40,21,2,9,14,34,-3.0
42002,1610612757,POR,Portland Trail Blazers,0040200163,2003-04-25,POR vs. DAL,L,240,103,33,76,0.434,6,17,0.353,31,39,0.795,21,28,49,26,4,0,17,22,-12.0
42002,1610612759,SAS,San Antonio Spurs,0040200143,2003-04-25,SAS @ PHX,W,240,99,36,79,0.456,7,15,0.467,20,29,0.69,11,40,51,27,6,3,18,22,13.0
42002,1610612742,DAL,Dallas Mavericks,0040200163,2003-04-25,DAL @ POR,W,240,115,42,83,0.506,13,29,0.448,18,21,0.857,10,24,34,27,8,2,6,26,12.0
42002,1610612765,DET,Detroit Pistons,0040200103,2003-04-25,DET @ ORL,L,240,80,29,74,0.392,3,15,0.2,19,29,0.655,13,27,40,19,6,5,16,26,-9.0
42002,1610612753,ORL,Orlando Magic,0040200103,2003-04-25,ORL vs. DET,W,240,89,33,69,0.478,6,13,0.462,17,28,0.607,8,27,35,18,8,7,15,30,9.0
42002,1610612756,PHX,Phoenix Suns,0040200143,2003-04-25,PHX vs. SAS,L,240,86,33,87,0.379,4,15,0.267,16,25,0.64,13,22,35,16,11,4,11,28,-13.0
42002,1610612747,LAL,Los Angeles Lakers,0040200173,2003-04-24,LAL vs. MIN,L,265,110,39,98,0.398,10,26,0.385,22,36,0.611,15,35,50,24,9,7,18,27,-4.0
42002,1610612749,MIL,Milwaukee Bucks,0040200113,2003-04-24,MIL vs. NJN,L,240,101,35,83,0.422,6,19,0.316,25,29,0.862,9,29,38,20,8,2,10,28,-2.0
42002,1610612750,MIN,Minnesota Timberwolves,0040200173,2003-04-24,MIN @ LAL,W,265,114,43,91,0.473,4,14,0.286,24,26,0.923,8,39,47,23,12,7,17,35,4.0
42002,1610612751,NJN,New Jersey Nets,0040200113,2003-04-24,NJN @ MIL,W,240,103,36,79,0.456,8,18,0.444,23,28,0.821,11,29,40,23,4,3,16,28,2.0
42002,1610612738,BOS,Boston Celtics,0040200123,2003-04-24,BOS vs. IND,W,240,101,34,75,0.453,9,23,0.391,24,28,0.857,5,37,42,25,7,3,14,28,18.0
42002,1610612754,IND,Indiana Pacers,0040200123,2003-04-24,IND @ BOS,L,240,83,26,80,0.325,4,13,0.308,27,36,0.75,14,33,47,19,8,5,14,22,-18.0
42002,1610612753,ORL,Orlando Magic,0040200102,2003-04-23,ORL @ DET,L,240,77,27,68,0.397,4,17,0.235,19,21,0.905,5,25,30,15,7,1,15,29,-12.0
42002,1610612740,NOH,New Orleans Hornets,0040200132,2003-04-23,NOH @ PHI,L,240,85,33,70,0.471,4,14,0.286,15,19,0.789,6,25,31,20,6,2,13,26,-5.0
