SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
42001,1610612751,NJN,New Jersey Nets,0040100404,2002-06-12,NJN vs. LAL,L,240,107,45,92,0.489,4,9,0.444,13,16,0.813,14,27,41,27,5,4,8,22,-6.0
42001,1610612747,LAL,Los Angeles Lakers,0040100404,2002-06-12,LAL @ NJN,W,241,113,37,71,0.521,11,19,0.579,28,37,0.757,7,32,39,28,7,3,9,15,6.0
42001,1610612747,LAL,Los Angeles Lakers,0040100403,2002-06-09,LAL @ NJN,W,240,106,37,68,0.544,8,16,0.5,24,35,0.686,7,33,40,17,7,10,19,22,3.0
42001,1610612751,NJN,New Jersey Nets,0040100403,2002-06-09,NJN vs. LAL,L,240,103,43,83,0.518,3,12,0.25,14,19,0.737,5,22,27,22,13,5,13,27,-3.0
42001,1610612747,LAL,Los Angeles Lakers,0040100402,2002-06-07,LAL vs. NJN,W,241,106,39,78,0.5,9,16,0.563,19,24,0.792,12,35,47,26,6,7,16,21,23.0
42001,1610612751,NJN,New Jersey Nets,0040100402,2002-06-07,NJN @ LAL,L,239,83,30,86,0.349,6,22,0.273,17,27,0.63,20,23,43,18,11,5,13,27,-23.0
42001,1610612751,NJN,New Jersey Nets,0040100401,2002-06-05,NJN @ LAL,L,241,94,37,94,0.394,5,16,0.313,15,26,0.577,21,24,45,19,9,4,11,29,-5.0
42001,1610612747,LAL,Los Angeles Lakers,0040100401,2002-06-05,LAL vs. NJN,W,240,99,33,72,0.458,1,10,0.1,32,45,0.711,17,33,50,21,8,8,16,20,5.0
42001,1610612747,LAL,Los Angeles Lakers,0040100317,2002-06-02,LAL @ SAC,W,264,112,39,94,0.415,7,17,0.412,27,33,0.818,15,37,52,24,5,4,12,25,6.0
42001,1610612758,SAC,Sacramento Kings,0040100317,2002-06-02,SAC vs. LAL,L,264,106,44,97,0.454,2,20,0.1,16,30,0.533,15,36,51,25,5,4,14,30,-6.0
42001,1610612747,LAL,Los Angeles Lakers,0040100316,2002-05-31,LAL vs. SAC,W,240,106,34,74,0.459,4,15,0.267,34,40,0.85,6,39,45,20,3,6,14,24,4.0
42001,1610612738,BOS,Boston Celtics,0040100306,2002-05-31,BOS vs. NJN,L,239,88,34,79,0.43,7,30,0.233,13,22,0.591,11,30,41,24,7,4,13,24,-8.0
42001,1610612751,NJN,New Jersey Nets,0040100306,2002-05-31,NJN @ BOS,W,239,96,36,76,0.474,3,10,0.3,21,30,0.7,10,33,43,25,8,5,11,19,8.0
42001,1610612758,SAC,Sacramento Kings,0040100316,2002-05-31,SAC @ LAL,L,240,102,38,92,0.413,8,19,0.421,18,25,0.72,14,30,44,23,9,3,10,31,-4.8
42001,1610612751,NJN,New Jersey Nets,0040100305,2002-05-29,NJN vs. BOS,W,239,103,36,79,0.456,6,17,0.353,25,37,0.676,13,32,45,21,11,2,13,23,11.0
42001,1610612738,BOS,Boston Celtics,0040100305,2002-05-29,BOS @ NJN,L,241,92,29,81,0.358,10,32,0.313,24,27,0.889,16,34,50,19,7,7,17,29,-11.0
42001,1610612758,SAC,Sacramento Kings,0040100315,2002-05-28,SAC vs. LAL,W,241,92,34,72,0.472,2,9,0.222,22,33,0.667,7,32,39,17,6,3,10,20,1.0
42001,1610612747,LAL,Los Angeles Lakers,0040100315,2002-05-28,LAL @ SAC,L,239,91,35,78,0.449,4,17,0.235,17,23,0.739,11,31,42,15,3,4,12,27,-1.0
42001,1610612738,BOS,Boston Celtics,0040100304,2002-05-27,BOS vs. NJN,L,240,92,32,78,0.41,5,20,0.25,23,34,0.676,11,32,43,23,10,4,14,25,-2.0
42001,1610612751,NJN,New Jersey Nets,0040100304,2002-05-27,NJN @ BOS,W,240,94,32,78,0.41,10,21,0.476,20,29,0.69,11,32,43,21,4,7,15,21,2.0
42001,1610612747,LAL,Los Angeles Lakers,0040100314,2002-05-26,LAL vs. SAC,W,239,100,38,97,0.392,6,26,0.231,18,27,0.667,25,31,56,17,7,8,11,24,1.0
