LeagueID,SeasonID,TeamID,TeamCity,TeamName,Conference,ConferenceRecord,PlayoffRank,Division,DivisionRecord,DivisionRank,WINS,LOSSES,WinPCT,Record,HOME,ROAD,L10,Last10Home,Last10Road,OT,ThreePTSOrLess,TenPTSOrMore,LongHomeStreak,strLongHomeStreak,LongRoadStreak,strLongRoadStreak,LongWinStreak,LongLossStreak,CurrentHomeStreak,strCurrentHomeStreak,CurrentRoadStreak,strCurrentRoadStreak,CurrentStreak,strCurrentStreak,ConferenceGamesBack,DivisionGamesBack,ClinchedPlayoffBirth,AheadAtHalf,BehindAtHalf,TiedAtHalf,AheadAtThird,BehindAtThird,TiedAtThird,Score100PTS,OppScore100PTS,OppOver500,LeadInFGPCT,LeadInReb,FewerTurnovers,PointsPG,OppPointsPG,DiffPointsPG,vsEast,vsAtlantic,vsCentral,vsSoutheast,vsWest,vsNorthwest,vsPacific,vsSouthwest,Jan,Feb,Mar,Apr,Oct,Nov,Dec,PreAS,TEAM_NAME,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK
0,22024,1610612739,Cleveland,Cavaliers,East,41-11,1,Central,12-4,1,64,18,0.78,64-18,34-7,30-11,6-4,7-3,5-5,1-1,5-4,41-7,10,W 10,11,W 11,16,4,-1,L 1,1,W 1,-1,L 1,0.0,0.0,1,50-9,11-9,3-0,55-3,9-15,0-0,64-17,56-18,29-12,52-1,41-4,34-11,122.0,112.0,10.0,41-11,16-3,12-4,13-4,23-7,9-1,6-4,8-2,10-5,10-1,11-5,4-3,5-0,12-3,12-1,64-18,Cleveland Cavaliers,3951.0,119.1,121.0,109.0,111.8,10.1,9.2,0.631,2.13,19.6,0.296,0.7,0.505,0.131,0.578,0.607,102.4,100.31,83.59,8267,0.546,2,2,2,18,1,8,3,19,5,8,15,22,12,4,1,1,10,2
0,22024,1610612760,Oklahoma City,Thunder,West,39-13,1,Northwest,12-4,1,68,14,0.829,68-14,35-6,32-8,8-2,8-2,9-1,0-1,1-4,54-5,12,W 12,11,W 11,15,2,1,W 1,3,W 3,4,W 4,0.0,0.0,1,53-5,14-9,1-0,61-2,6-10,1-2,67-12,49-14,36-12,58-3,35-3,55-12,121.0,108.0,13.0,29-1,10-0,9-1,10-0,39-13,12-4,13-3,14-6,10-4,11-2,15-1,5-2,4-0,11-4,12-1,68-14,Oklahoma City Thunder,3941.0,117.3,119.2,104.7,106.6,12.6,12.7,0.602,2.29,18.9,0.281,0.704,0.496,0.116,0.56,0.593,102.6,100.9,84.09,8286,0.562,1,1,1,29,3,1,1,26,1,15,20,19,19,1,7,6,5,1
0,22024,1610612738,Boston,Celtics,East,39-13,2,Atlantic,14-2,1,61,21,0.744,61-21,28-13,33-8,8-2,8-2,9-1,4-2,8-3,41-7,7,W 7,9,W 9,9,2,4,W 4,-1,L 1,2,W 2,3.0,0.0,1,50-6,8-14,3-1,56-7,4-10,1-4,60-15,42-20,25-12,42-3,40-6,39-8,116.0,107.0,9.0,39-13,14-2,12-6,13-5,22-8,8-2,7-3,7-3,10-6,8-3,14-1,5-2,4-1,12-2,8-6,61-21,Boston Celtics,3966.0,117.5,119.5,108.0,110.1,9.6,9.4,0.628,2.2,19.0,0.291,0.717,0.506,0.122,0.561,0.591,98.3,96.59,80.49,7979,0.542,3,3,3,6,2,4,2,20,3,13,18,7,11,2,5,8,29,3
0,22024,1610612745,Houston,Rockets,West,31-21,2,Southwest,13-3,1,52,30,0.634,52-30,29-12,23-17,6-4,8-2,6-4,3-1,8-5,26-12,7,W 7,-8,L 8,9,6,-1,L 1,-2,L 2,-3,L 3,16.0,0.0,1,40-8,12-19,0-3,43-7,7-23,2-0,49-21,38-28,22-23,32-4,45-15,24-12,114.0,110.0,5.0,21-9,6-4,7-3,8-2,31-21,9-9,9-9,13-3,11-4,5-7,12-5,3-3,3-2,11-4,7-5,52-30,Houston Rockets,3956.0,111.4,114.9,108.0,110.3,3.4,4.6,0.549,1.68,16.4,0.363,0.715,0.533,0.14,0.523,0.553,101.6,99.03,82.53,8159,0.515,4,4,4,14,12,5,7,30,24,30,1,9,1,11,23,24,18,11
0,22024,1610612747,Los Angeles,Lakers,West,36-16,3,Pacific,12-4,1,50,32,0.61,50-32,31-10,19-22,6-4,7-3,4-6,1-1,4-6,22-21,9,W 9,-5,L 5,8,4,2,W 2,-1,L 1,-1,L 1,18.0,0.0,1,43-7,6-24,1-1,46-4,4-27,0-1,50-24,38-31,27-19,40-9,30-8,28-11,113.0,112.0,1.0,14-16,7-3,2-8,5-5,36-16,11-8,12-4,13-4,9-5,10-2,9-8,4-3,3-2,8-6,7-6,50-32,Los Angeles Lakers,3946.0,113.4,115.0,111.4,113.8,2.1,1.2,0.635,1.86,18.9,0.273,0.702,0.495,0.142,0.557,0.593,100.1,98.34,81.95,8084,0.511,6,6,6,23,11,17,14,14,16,14,23,21,21,16,8,7,20,13
0,22024,1610612752,New York,Knicks,East,34-18,3,Atlantic,12-4,2,51,31,0.622,51-31,27-14,24-17,6-4,6-4,5-5,6-2,7-3,31-19,6,W 6,8,W 8,9,3,-2,L 2,1,W 1,1,W 1,13.0,10.0,1,36-13,12-18,3-0,43-5,6-24,2-2,49-25,36-30,19-23,44-7,37-9,32-16,116.0,112.0,4.0,34-18,12-4,7-10,15-4,17-13,6-4,4-6,7-3,9-6,7-4,8-7,4-4,2-2,9-6,12-2,51-31,New York Knicks,3976.0,115.0,117.3,111.8,113.3,3.2,4.0,0.634,2.07,19.6,0.305,0.71,0.508,0.134,0.556,0.589,99.3,97.64,81.37,8093,0.527,5,5,5,2,5,13,8,17,6,10,9,12,9,7,9,10,26,5
0,22024,1610612754,Indiana,Pacers,East,29-22,4,Central,10-6,2,50,32,0.61,50-32,29-11,20-20,8-2,8-2,5-5,5-1,6-2,25-17,8,W 8,-8,L 8,6,4,-1,L 1,2,W 2,1,W 1,14.0,14.0,1,32-7,14-23,4-2,38-5,11-27,1-0,50-27,42-30,22-15,37-5,23-5,33-17,117.0,115.0,2.0,29-22,10-7,10-6,9-9,21-10,6-4,8-2,7-4,10-2,7-5,11-6,6-1,2-3,7-8,7-7,50-32,Indiana Pacers,3971.0,114.1,115.4,111.3,113.3,2.8,2.1,0.671,2.22,20.5,0.254,0.705,0.483,0.13,0.562,0.594,102.2,100.76,83.97,8341,0.521,6,6,6,4,9,14,13,8,2,2,29,18,28,3,4,5,7,9
0,22024,1610612743,Denver,Nuggets,West,32-20,4,Northwest,8-8,2,50,32,0.61,50-32,26-15,24-17,5-5,4-6,5-5,5-1,8-6,31-17,8,W 8,6,W 6,9,4,1,W 1,2,W 2,3,W 3,18.0,18.0,1,34-6,13-22,3-4,40-3,9-27,1-2,50-28,45-32,28-23,47-11,37-13,19-9,121.0,117.0,4.0,18-12,6-4,4-6,8-2,32-20,8-8,13-6,11-6,11-6,10-2,8-7,3-4,2-2,8-5,8-6,50-32,Denver Nuggets,3971.0,117.2,118.9,113.1,115.1,4.1,3.8,0.683,2.17,21.1,0.311,0.709,0.52,0.14,0.573,0.604,102.3,100.67,83.89,8328,0.529,6,6,6,4,4,21,9,4,4,1,5,14,2,13,2,2,8,4
0,22024,1610612746,LA,Clippers,West,29-23,5,Pacific,9-7,2,50,32,0.61,50-32,30-11,20-21,9-1,9-1,7-3,3-2,5-7,32-13,9,W 9,4,W 4,8,3,5,W 5,3,W 3,8,W 8,18.0,0.0,1,35-6,12-25,3-1,45-7,5-25,0-0,49-21,31-31,23-26,42-8,35-14,27-14,113.0,108.0,5.0,21-9,7-3,4-6,10-0,29-23,8-10,9-7,12-6,9-6,4-7,11-5,7-0,2-3,10-6,7-5,50-32,LA Clippers,3961.0,112.4,114.3,107.9,109.4,4.5,4.9,0.605,1.69,18.4,0.282,0.734,0.512,0.151,0.554,0.589,99.7,98.24,81.87,8099,0.521,6,6,6,9,15,3,5,24,23,20,19,1,4,23,11,9,22,8
0,22024,1610612749,Milwaukee,Bucks,East,31-21,5,Central,9-7,3,48,34,0.585,48-34,27-14,20-20,8-2,6-4,6-4,3-0,5-9,25-19,7,W 7,-6,L 6,8,6,4,W 4,4,W 4,8,W 8,16.0,16.0,1,36-13,10-21,2-0,38-7,9-25,1-2,47-29,43-34,22-19,46-11,27-8,21-11,116.0,113.0,2.0,31-21,8-9,9-7,14-5,17-13,5-5,6-4,6-4,9-6,7-5,7-9,8-0,1-4,9-5,7-5,48-34,Milwaukee Bucks,3951.0,113.6,115.1,110.9,112.7,2.7,2.4,0.607,1.91,18.7,0.235,0.725,0.491,0.133,0.568,0.598,101.4,99.92,83.26,8228,0.513,11,11,11,18,10,12,11,23,14,18,30,3,23,5,3,3,14,12
0,22024,1610612765,Detroit,Pistons,East,29-23,6,Central,5-11,4,44,38,0.537,44-38,22-19,22-19,4-6,5-5,4-6,2-3,8-6,23-17,4,W 4,5,W 5,8,4,-1,L 1,-1,L 1,-2,L 2,20.0,20.0,1,32-7,9-30,3-1,38-6,5-32,1-0,42-32,31-38,16-28,35-7,33-13,25-16,116.0,114.0,2.0,29-23,13-5,5-11,11-7,15-15,4-6,5-5,6-4,10-6,9-3,9-6,2-5,1-4,8-9,5-5,44-38,Detroit Pistons,3961.0,112.0,114.6,110.1,112.5,1.9,2.1,0.618,1.78,18.6,0.305,0.714,0.511,0.147,0.547,0.58,102.5,100.27,83.56,8268,0.509,14,14,14,9,14,10,12,21,20,19,10,11,5,21,16,16,11,14
0,22024,1610612750,Minnesota,Timberwolves,West,33-19,6,Northwest,11-5,3,49,33,0.598,49-33,25-16,24-17,8-2,8-2,8-2,3-2,11-11,31-9,5,W 5,4,W 4,8,4,5,W 5,1,W 1,3,W 3,19.0,19.0,1,35-8,12-23,2-2,40-7,7-25,2-1,47-31,31-32,27-21,38-5,38-12,22-14,114.0,109.0,5.0,16-14,6-4,3-7,7-3,33-19,11-5,12-7,10-7,10-6,5-8,11-3,6-1,2-2,7-8,8-5,49-33,Minnesota Timberwolves,3966.0,113.6,115.7,108.6,110.8,5.0,5.0,0.637,1.81,18.7,0.3,0.709,0.507,0.146,0.554,0.588,99.8,97.95,81.62,8097,0.524,10,10,10,6,8,6,4,11,18,17,14,13,10,19,10,11,25,6
