LeagueID,SeasonID,TeamID,TeamCity,TeamName,Conference,ConferenceRecord,PlayoffRank,Division,DivisionRecord,DivisionRank,WINS,LOSSES,WinPCT,Record,HOME,ROAD,L10,Last10Home,Last10Road,OT,ThreePTSOrLess,TenPTSOrMore,LongHomeStreak,strLongHomeStreak,LongRoadStreak,strLongRoadStreak,LongWinStreak,LongLossStreak,CurrentHomeStreak,strCurrentHomeStreak,CurrentRoadStreak,strCurrentRoadStreak,CurrentStreak,strCurrentStreak,ConferenceGamesBack,DivisionGamesBack,ClinchedPlayoffBirth,AheadAtHalf,BehindAtHalf,TiedAtHalf,AheadAtThird,BehindAtThird,TiedAtThird,Score100PTS,OppScore100PTS,OppOver500,LeadInFGPCT,LeadInReb,FewerTurnovers,PointsPG,OppPointsPG,DiffPointsPG,vsEast,vsAtlantic,vsCentral,vsWest,vsPacific,vsMidwest,Jan,Feb,Mar,Apr,Oct,Nov,Dec,PreAS,TEAM_NAME,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK
0,21998,1610612759,San Antonio,Spurs,West,33-11,1,Midwest,17-4,1,37,13,0.74,37-13,21-4,16-9,,,,2-1,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,93.0,85.0,8.0,4-2,2-0,2-2,33-11,16-7,17-4,,,,,,,,37-13,San Antonio Spurs,2415.0,101.3,102.7,92.1,93.6,9.2,9.1,0.633,1.45,17.4,0.329,0.674,0.512,0.168,0.479,0.523,91.2,89.88,74.9,4517,0.582,1,1,1,13,10,1,1,7,6,6,14,14,9,13,11,10,20,2
0,21998,1610612753,Orlando,Magic,East,30-14,3,Atlantic,12-6,1,33,17,0.66,33-17,21-4,12-13,,,,2-0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,90.0,87.0,3.0,30-14,12-6,18-8,3-3,2-1,1-2,,,,,,,,33-17,Orlando Magic,2410.0,96.7,98.9,95.3,96.3,1.4,2.6,0.632,1.3,16.6,0.36,0.685,0.518,0.181,0.456,0.498,91.4,89.93,74.94,4521,0.519,4,4,4,19,19,6,9,8,21,13,2,5,4,27,20,22,19,10
0,21998,1610612754,Indiana,Pacers,East,30-15,2,Central,15-7,1,33,17,0.66,33-17,18-7,15-10,,,,3-1,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,95.0,91.0,4.0,30-15,15-8,15-7,3-2,1-2,2-0,,,,,,,,33-17,Indiana Pacers,2420.0,105.6,106.6,101.0,102.2,4.6,4.3,0.581,1.55,16.4,0.31,0.671,0.495,0.146,0.486,0.537,89.1,88.16,73.46,4442,0.526,4,4,4,10,1,23,5,23,3,17,22,22,17,2,5,5,25,7
0,21998,1610612748,Miami,Heat,East,30-15,1,Atlantic,12-8,1,33,17,0.66,33-17,18-7,15-10,,,,1-0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,89.0,84.0,5.0,30-15,12-8,18-7,3-2,0-0,3-2,,,,,,,,33-17,Miami Heat,2405.0,102.0,102.9,96.0,97.1,6.0,5.8,0.631,1.37,17.1,0.299,0.683,0.503,0.172,0.494,0.54,87.2,86.35,71.96,4325,0.56,4,4,4,27,8,8,4,9,13,7,27,7,12,17,3,3,29,3
0,21998,1610612762,Utah,Jazz,West,33-11,3,Midwest,15-3,1,37,13,0.74,37-13,22-3,15-10,,,,2-4,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,93.0,87.0,7.0,4-2,2-0,2-2,33-11,18-8,15-3,,,,,,,,37-13,Utah Jazz,2435.0,102.7,104.2,95.5,96.7,7.2,7.4,0.715,1.48,19.0,0.329,0.677,0.516,0.182,0.485,0.545,89.6,88.37,73.64,4480,0.591,1,1,1,2,3,7,2,1,4,2,13,12,5,28,7,2,23,1
0,21998,1610612757,Portland,Trail Blazers,West,30-14,2,Pacific,15-7,1,35,15,0.7,35-15,22-3,13-12,,,,3-2,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,95.0,89.0,6.0,5-1,4-0,1-1,30-14,15-7,15-7,,,,,,,,35-15,Portland Trail Blazers,2435.0,101.4,102.8,94.9,96.2,6.6,6.6,0.614,1.39,16.6,0.345,0.687,0.519,0.167,0.473,0.521,92.1,90.81,75.67,4613,0.556,3,3,3,4,9,5,3,12,12,14,7,4,3,12,13,11,13,4
0,21998,1610612747,Los Angeles,Lakers,West,28-16,4,Pacific,14-8,2,31,19,0.62,31-19,18-7,13-12,,,,1-1,,,,,,,,,,,,,,,6.0,4.0,,,,,,,,,,,,,,99.0,96.0,3.0,3-3,2-1,1-2,28-16,14-8,14-8,,,,,,,,31-19,Los Angeles Lakers,2410.0,104.6,106.1,101.2,102.8,3.3,3.3,0.595,1.45,16.9,0.323,0.671,0.5,0.162,0.498,0.538,94.3,92.95,77.46,4666,0.527,7,7,7,19,2,24,7,18,5,8,17,21,14,9,2,4,4,6
0,21998,1610612737,Atlanta,Hawks,East,27-18,4,Central,15-8,2,31,19,0.62,31-19,16-9,15-10,,,,1-2,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,86.0,83.0,3.0,27-18,12-10,15-8,4-1,2-0,2-1,,,,,,,,31-19,Atlanta Hawks,2415.0,96.9,98.4,93.9,95.3,3.0,3.1,0.507,1.05,13.0,0.353,0.701,0.527,0.17,0.436,0.492,88.4,87.1,72.58,4387,0.525,7,7,7,17,21,2,8,28,28,29,5,1,1,14,26,25,28,8
0,21998,1610612745,Houston,Rockets,West,28-16,5,Midwest,12-9,3,31,19,0.62,31-19,19-6,12-13,,,,2-1,,,,,,,,,,,,,,,6.0,6.0,,,,,,,,,,,,,,94.0,92.0,2.0,3-3,1-2,2-1,28-16,16-7,12-9,,,,,,,,31-19,Houston Rockets,2415.0,102.5,103.5,100.1,101.0,2.4,2.5,0.603,1.3,16.9,0.312,0.678,0.506,0.178,0.506,0.545,91.3,90.45,75.38,4551,0.523,7,7,7,13,5,15,10,14,20,9,21,11,10,23,1,1,17,9
0,21998,1610612765,Detroit,Pistons,East,25-19,5,Central,13-8,3,29,21,0.58,29-21,17-8,12-13,,,,1-1,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,90.0,87.0,4.0,25-19,12-11,13-8,4-2,2-0,2-2,,,,,,,,29-21,Detroit Pistons,2410.0,101.2,102.4,97.9,98.4,3.3,4.0,0.608,1.28,16.4,0.331,0.697,0.514,0.179,0.48,0.528,88.7,87.93,73.28,4411,0.515,10,10,10,26,11,9,6,13,23,15,11,2,8,24,10,8,26,12
