LeagueID,SeasonID,TeamID,TeamCity,TeamName,Conference,ConferenceRecord,PlayoffRank,Division,DivisionRecord,DivisionRank,WINS,LOSSES,WinPCT,Record,HOME,ROAD,L10,Last10Home,Last10Road,OT,ThreePTSOrLess,TenPTSOrMore,LongHomeStreak,strLongHomeStreak,LongRoadStreak,strLongRoadStreak,LongWinStreak,LongLossStreak,CurrentHomeStreak,strCurrentHomeStreak,CurrentRoadStreak,strCurrentRoadStreak,CurrentStreak,strCurrentStreak,ConferenceGamesBack,DivisionGamesBack,ClinchedPlayoffBirth,AheadAtHalf,BehindAtHalf,TiedAtHalf,AheadAtThird,BehindAtThird,TiedAtThird,Score100PTS,OppScore100PTS,OppOver500,LeadInFGPCT,LeadInReb,FewerTurnovers,PointsPG,OppPointsPG,DiffPointsPG,vsEast,vsAtlantic,vsCentral,vsSoutheast,vsWest,vsNorthwest,vsPacific,vsSouthwest,Jan,Feb,Mar,Apr,Oct,Nov,Dec,PreAS,TEAM_NAME,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK
0,22012,1610612748,Miami,Heat,East,41-11,1,Southeast,15-1,1,66,16,0.805,66-16,37-4,29-12,9-1,9-1,9-1,5-1,9-3,39-8,17,W 17,13,W 13,27,2,5,W 5,5,W 5,8,W 8,0.0,0.0,1,43-3,20-10,3-3,53-3,13-13,0-0,47-2,16-12,28-13,58-8,30-3,46-5,103.0,95.0,8.0,41-11,14-4,12-6,15-1,25-5,8-2,8-2,9-1,8-5,12-1,17-1,8-1,1-0,10-3,10-5,36-14,Miami Heat,3976.0,110.3,111.4,100.5,103.2,9.9,8.2,0.6,1.65,18.4,0.264,0.678,0.485,0.151,0.552,0.588,93.0,91.26,76.05,7572,0.564,1,1,1,4,1,9,2,13,4,4,26,28,26,7,1,1,23,2
0,22012,1610612760,Oklahoma City,Thunder,West,39-13,1,Northwest,10-6,1,60,22,0.732,60-22,34-7,26-15,7-3,7-3,7-3,4-2,3-6,44-6,12,W 12,5,W 5,12,3,-1,L 1,5,W 5,-1,L 1,0.0,0.0,1,55-8,5-14,0-0,54-4,5-16,1-2,50-8,14-18,30-16,54-7,44-8,25-4,106.0,97.0,9.0,21-9,7-3,8-2,6-4,39-13,10-6,16-2,13-5,11-5,7-4,12-5,6-2,,13-4,11-2,39-14,Oklahoma City Thunder,3966.0,110.2,111.0,99.2,101.2,11.0,9.9,0.561,1.4,16.6,0.291,0.702,0.513,0.16,0.527,0.58,95.9,94.58,78.82,7808,0.57,2,2,2,12,2,4,1,28,27,22,23,8,6,23,3,2,9,1
0,22012,1610612752,New York,Knicks,East,37-15,2,Atlantic,10-6,1,54,28,0.659,54-28,31-10,23-18,8-2,10-0,7-3,0-2,7-5,31-12,10,W 10,6,W 6,13,4,10,W 10,-1,L 1,1,W 1,12.0,0.0,1,40-7,11-21,3-0,42-7,9-21,3-0,39-7,11-18,25-17,36-4,27-9,42-17,100.0,96.0,4.0,37-15,10-6,12-6,15-3,17-13,6-4,5-5,6-4,7-6,6-5,12-6,8-2,,11-4,10-5,32-18,New York Knicks,3946.0,108.6,109.8,103.5,105.4,5.1,4.5,0.527,1.6,15.6,0.291,0.708,0.494,0.132,0.515,0.55,92.0,90.68,75.57,7462,0.512,7,7,7,26,3,19,7,30,9,29,22,4,18,1,8,6,26,10
0,22012,1610612759,San Antonio,Spurs,West,33-19,2,Southwest,12-4,1,58,24,0.707,58-24,35-6,23-18,3-7,8-2,2-8,4-3,9-5,31-10,18,W 18,8,W 8,11,3,-1,L 1,-7,L 7,-3,L 3,2.0,0.0,1,43-8,14-14,1-2,46-6,8-16,4-2,43-8,17-15,25-17,52-5,30-4,31-8,103.0,97.0,6.0,25-5,8-2,9-1,8-2,33-19,9-9,12-6,12-4,12-3,8-3,10-4,3-6,1-0,12-4,12-4,42-12,San Antonio Spurs,3976.0,105.9,107.0,99.2,100.3,6.8,6.7,0.641,1.71,19.1,0.243,0.715,0.493,0.153,0.531,0.568,96.4,95.31,79.43,7892,0.551,3,3,3,4,7,3,4,3,2,1,30,1,19,9,2,3,5,3
0,22012,1610612754,Indiana,Pacers,East,31-20,3,Central,13-3,1,49,32,0.605,49-32,30-11,19-21,5-5,5-5,5-5,2-3,4-9,27-14,15,W 15,-6,L 6,5,3,-2,L 2,-2,L 2,-3,L 3,16.5,0.0,1,34-11,11-21,4-0,43-7,5-25,1-0,22-4,5-13,22-23,41-7,39-19,17-11,95.0,91.0,4.0,31-20,6-11,13-3,12-6,18-12,3-7,7-3,8-2,9-6,9-3,11-5,2-5,1-0,7-8,10-5,32-21,Indiana Pacers,3918.0,101.6,103.4,96.6,99.0,5.0,4.4,0.578,1.34,16.0,0.336,0.701,0.522,0.165,0.479,0.521,92.8,90.9,75.75,7420,0.537,8,8,8,30,19,1,8,24,30,27,4,15,1,29,22,20,25,6
0,22012,1610612743,Denver,Nuggets,West,38-14,3,Northwest,11-5,2,57,25,0.695,57-25,38-3,19-22,8-2,10-0,7-3,4-2,11-7,28-8,23,W 23,6,W 6,15,3,23,W 23,1,W 1,3,W 3,3.0,3.0,1,43-7,10-17,4-1,45-6,11-18,1-1,47-16,23-22,31-17,40-14,43-10,30-7,106.0,101.0,5.0,19-11,5-5,10-0,4-6,38-14,11-5,14-4,13-5,12-3,8-4,13-2,7-1,0-1,8-8,9-6,33-21,Denver Nuggets,3981.0,107.6,109.3,102.0,104.2,5.6,5.1,0.6,1.6,17.8,0.345,0.675,0.513,0.157,0.515,0.549,97.8,95.92,79.93,7960,0.538,4,4,4,3,5,13,5,15,10,6,1,29,7,18,7,7,2,5
0,22012,1610612751,Brooklyn,Nets,East,36-16,4,Atlantic,11-5,2,49,33,0.598,49-33,26-15,23-18,7-3,6-4,6-4,5-0,9-4,23-17,8,W 8,-4,L 4,7,5,4,W 4,-1,L 1,2,W 2,17.0,5.0,1,33-12,14-20,2-1,35-6,11-27,3-0,26-4,11-21,18-28,36-1,36-16,23-9,97.0,95.0,2.0,36-16,11-5,13-5,12-6,13-17,5-5,5-5,3-7,11-4,7-5,8-7,7-2,,11-4,5-11,31-22,Brooklyn Nets,3971.0,105.0,106.9,103.6,104.8,1.4,2.0,0.567,1.38,16.1,0.343,0.701,0.52,0.162,0.498,0.536,91.2,89.88,74.9,7433,0.509,8,9,9,7,9,16,10,25,28,25,3,14,3,26,14,13,28,12
0,22012,1610612746,Los Angeles,Clippers,West,35-17,4,Pacific,11-5,1,56,26,0.683,56-26,32-9,24-17,7-3,8-2,5-5,0-2,3-5,38-12,13,W 13,7,W 7,17,4,4,W 4,3,W 3,7,W 7,4.0,0.0,1,47-3,8-22,1-1,48-3,8-22,0-1,38-11,10-19,26-18,51-5,38-10,37-11,101.0,95.0,6.0,21-9,7-3,8-2,6-4,35-17,12-6,11-5,12-6,9-7,8-5,7-7,7-1,1-0,8-6,16-0,39-17,Los Angeles Clippers,3946.0,107.7,109.8,101.0,102.8,6.7,6.9,0.62,1.64,18.4,0.323,0.697,0.512,0.159,0.526,0.557,93.6,91.83,76.53,7552,0.548,5,5,5,26,4,8,3,5,6,3,10,19,8,21,4,5,21,4
0,22012,1610612763,Memphis,Grizzlies,West,34-18,5,Southwest,10-6,2,56,26,0.683,56-26,32-9,24-17,8-2,9-1,5-5,4-1,6-4,28-9,13,W 13,-5,L 5,8,3,1,W 1,3,W 3,2,W 2,4.0,2.0,1,43-9,13-15,0-2,48-8,7-15,1-3,23-1,3-8,26-17,43-2,42-14,37-12,93.0,89.0,4.0,22-8,8-2,8-2,6-4,34-18,12-6,12-6,10-6,10-7,9-2,11-6,7-2,0-1,12-1,7-7,33-18,Memphis Grizzlies,3961.0,101.7,103.6,97.4,99.1,4.2,4.5,0.579,1.5,16.5,0.344,0.702,0.52,0.155,0.472,0.514,91.1,89.56,74.63,7394,0.531,5,5,5,16,18,2,6,23,16,24,2,10,2,12,28,23,29,7
0,22012,1610612741,Chicago,Bulls,East,34-18,5,Central,9-7,2,45,37,0.549,45-37,24-17,21-20,5-5,7-3,4-6,4-2,11-7,16-16,4,W 4,5,W 5,3,3,2,W 2,1,W 1,2,W 2,21.0,4.5,1,32-9,11-27,2-1,37-4,6-31,2-2,18-2,6-16,27-23,34-3,33-14,18-18,93.0,93.0,0.0,34-18,13-5,9-7,12-6,11-19,4-6,5-5,2-8,12-4,5-8,7-7,5-5,1-0,6-7,9-6,30-22,Chicago Bulls,3966.0,100.4,102.4,100.3,101.9,0.1,0.5,0.645,1.61,17.8,0.332,0.699,0.514,0.157,0.47,0.512,92.0,90.35,75.3,7460,0.514,11,11,11,12,23,6,13,2,8,7,6,16,5,15,29,26,27,8
0,22012,1610612737,Atlanta,Hawks,East,29-23,6,Southeast,11-5,2,44,38,0.537,44-38,25-16,19-22,4-6,5-5,4-6,4-1,5-5,19-20,4,W 4,-6,L 6,6,4,-1,L 1,-1,L 1,-2,L 2,22.0,22.0,1,33-6,11-29,0-3,34-3,8-33,2-2,32-10,11-19,17-24,40-9,22-12,26-14,98.0,98.0,0.0,29-23,7-11,11-7,11-5,15-15,6-4,5-5,4-6,7-9,7-4,8-10,3-5,,9-5,10-5,29-22,Atlanta Hawks,3971.0,102.7,103.7,101.8,103.4,0.9,0.3,0.651,1.65,18.8,0.254,0.701,0.482,0.157,0.517,0.546,94.7,93.56,77.97,7744,0.509,14,14,14,7,17,10,14,1,5,2,28,13,29,19,6,9,12,13
