LeagueID,SeasonID,TeamID,TeamCity,TeamName,Conference,ConferenceRecord,PlayoffRank,Division,DivisionRecord,DivisionRank,WINS,LOSSES,WinPCT,Record,HOME,ROAD,L10,Last10Home,Last10Road,OT,ThreePTSOrLess,TenPTSOrMore,LongHomeStreak,strLongHomeStreak,LongRoadStreak,strLongRoadStreak,LongWinStreak,LongLossStreak,CurrentHomeStreak,strCurrentHomeStreak,CurrentRoadStreak,strCurrentRoadStreak,CurrentStreak,strCurrentStreak,ConferenceGamesBack,DivisionGamesBack,ClinchedPlayoffBirth,AheadAtHalf,BehindAtHalf,TiedAtHalf,AheadAtThird,BehindAtThird,TiedAtThird,Score100PTS,OppScore100PTS,OppOver500,LeadInFGPCT,LeadInReb,FewerTurnovers,PointsPG,OppPointsPG,DiffPointsPG,vsEast,vsAtlantic,vsCentral,vsWest,vsPacific,vsMidwest,Jan,Feb,Mar,Apr,Oct,Nov,Dec,PreAS,TEAM_NAME,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK
0,21996,1610612741,Chicago,Bulls,East,44-10,1,Central,24-4,1,69,13,0.841,69-13,39-2,30-11,,,,2-0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,103.0,92.0,11.0,44-10,20-6,24-4,25-3,13-1,12-2,,,,,,,,42-6,Chicago Bulls,3946.0,111.1,112.4,99.2,100.7,12.0,11.8,0.654,1.93,19.4,0.374,0.67,0.524,0.147,0.511,0.547,92.7,91.5,76.25,7522,0.586,1,1,1,29,1,4,1,6,1,2,2,10,2,2,5,7,17,2
0,21996,1610612762,Utah,Jazz,West,41-11,1,Midwest,19-5,1,64,18,0.78,64-18,38-3,26-15,,,,4-2,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,103.0,94.0,9.0,23-7,13-1,10-6,41-11,22-6,19-5,,,,,,,,33-14,Utah Jazz,3966.0,110.5,112.4,101.6,102.6,9.0,9.8,0.702,1.75,20.4,0.328,0.687,0.518,0.167,0.531,0.581,92.4,91.1,75.92,7520,0.59,2,2,2,14,2,10,2,1,3,1,18,4,4,10,1,1,18,1
0,21996,1610612745,Houston,Rockets,West,40-12,3,Midwest,19-5,2,57,25,0.695,57-25,30-11,27-14,,,,4-2,,,,,,,,,,,,,,,7.0,7.0,,,,,,,,,,,,,,101.0,96.0,5.0,17-13,9-5,8-8,40-12,21-7,19-5,,,,,,,,32-16,Houston Rockets,3971.0,105.8,107.5,101.4,102.8,4.4,4.7,0.663,1.47,18.7,0.318,0.692,0.514,0.178,0.52,0.56,94.1,92.73,77.27,7674,0.536,4,4,4,13,7,11,7,3,10,5,26,2,5,25,2,3,8,7
0,21996,1610612760,Seattle,SuperSonics,West,37-15,2,Pacific,16-8,1,57,25,0.695,57-25,31-10,26-15,,,,2-1,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,,,,,101.0,93.0,8.0,20-10,12-2,8-8,37-15,16-8,21-7,,,,,,,,32-15,Seattle SuperSonics,3956.0,108.2,109.6,99.5,101.0,8.7,8.5,0.644,1.57,18.1,0.341,0.657,0.5,0.163,0.51,0.557,92.9,91.68,76.4,7549,0.562,4,4,4,26,3,6,3,7,5,6,10,21,15,6,6,4,16,3
0,21996,1610612748,Miami,Heat,East,40-14,2,Atlantic,16-8,1,61,21,0.744,61-21,29-12,32-9,,,,3-1,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,,,,,95.0,89.0,6.0,40-14,16-8,24-6,21-7,10-4,11-3,,,,,,,,36-12,Miami Heat,3961.0,104.0,105.2,97.9,99.2,6.1,6.0,0.615,1.33,16.9,0.324,0.678,0.504,0.177,0.507,0.546,90.6,89.54,74.62,7393,0.536,3,3,3,18,12,1,5,12,19,14,22,6,10,21,8,9,25,6
0,21996,1610612752,New York,Knicks,East,38-16,3,Atlantic,19-6,2,57,25,0.695,57-25,31-10,26-15,,,,4-2,,,,,,,,,,,,,,,12.0,4.0,,,,,,,,,,,,,,95.0,92.0,3.0,38-16,19-6,19-10,19-9,9-5,10-4,,,,,,,,34-14,New York Knicks,3971.0,102.2,102.9,97.6,99.5,4.6,3.4,0.628,1.24,17.2,0.323,0.7,0.519,0.192,0.501,0.546,93.0,91.84,76.53,7598,0.537,4,4,4,7,21,2,10,11,28,12,24,1,3,29,11,8,15,5
0,21996,1610612747,Los Angeles,Lakers,West,37-15,4,Pacific,18-6,2,56,26,0.683,56-26,31-10,25-16,,,,4-3,,,,,,,,,,,,,,,8.0,1.0,,,,,,,,,,,,,,100.0,96.0,4.0,19-11,10-4,9-7,37-15,18-6,19-9,,,,,,,,35-13,Los Angeles Lakers,3986.0,105.2,106.4,100.8,102.3,4.3,4.2,0.611,1.51,17.0,0.343,0.658,0.501,0.159,0.496,0.535,93.8,92.61,77.18,7705,0.53,7,7,7,1,9,8,9,14,6,13,9,18,14,4,14,16,11,9
0,21996,1610612737,Atlanta,Hawks,East,34-20,4,Central,17-11,2,56,26,0.683,56-26,36-5,20-21,,,,5-0,,,,,,,,,,,,,,,13.0,13.0,,,,,,,,,,,,,,95.0,89.0,5.0,34-20,17-9,17-11,22-6,11-3,11-3,,,,,,,,31-15,Atlanta Hawks,3961.0,105.4,106.4,98.9,100.3,6.5,6.2,0.554,1.27,15.5,0.334,0.67,0.505,0.168,0.498,0.542,89.6,88.54,73.78,7304,0.539,7,7,7,18,8,3,4,27,23,28,14,9,8,13,12,12,26,4
0,21996,1610612765,Detroit,Pistons,East,34-20,5,Central,17-11,3,54,28,0.659,54-28,30-11,24-17,,,,4-1,,,,,,,,,,,,,,,15.0,15.0,,,,,,,,,,,,,,94.0,89.0,5.0,34-20,17-9,17-11,20-8,8-6,12-2,,,,,,,,34-12,Detroit Pistons,3966.0,107.9,108.5,101.3,102.6,6.6,5.9,0.55,1.49,16.1,0.302,0.675,0.492,0.146,0.512,0.554,86.9,86.09,71.74,7120,0.53,9,9,9,14,5,9,6,28,8,23,28,8,22,1,4,5,28,8
0,21996,1610612757,Portland,Trail Blazers,West,36-16,5,Pacific,15-9,3,49,33,0.598,49-33,29-12,20-21,,,,2-5,,,,,,,,,,,,,,,15.0,8.0,,,,,,,,,,,,,,99.0,95.0,4.0,13-17,6-8,7-9,36-16,15-9,21-7,,,,,,,,25-23,Portland Trail Blazers,3971.0,104.6,106.3,100.5,102.1,4.1,4.2,0.57,1.26,16.1,0.358,0.691,0.527,0.178,0.503,0.544,93.7,92.17,76.81,7635,0.527,11,11,11,7,10,7,8,24,25,22,4,3,1,24,10,10,12,11
