LeagueID,SeasonID,TeamID,TeamCity,TeamName,Conference,ConferenceRecord,PlayoffRank,Division,DivisionRecord,DivisionRank,WINS,LOSSES,WinPCT,Record,HOME,ROAD,L10,Last10Home,Last10Road,OT,ThreePTSOrLess,TenPTSOrMore,LongHomeStreak,strLongHomeStreak,LongRoadStreak,strLongRoadStreak,LongWinStreak,LongLossStreak,CurrentHomeStreak,strCurrentHomeStreak,CurrentRoadStreak,strCurrentRoadStreak,CurrentStreak,strCurrentStreak,ConferenceGamesBack,DivisionGamesBack,ClinchedPlayoffBirth,AheadAtHalf,BehindAtHalf,TiedAtHalf,AheadAtThird,BehindAtThird,TiedAtThird,Score100PTS,OppScore100PTS,OppOver500,LeadInFGPCT,LeadInReb,FewerTurnovers,PointsPG,OppPointsPG,DiffPointsPG,vsEast,vsAtlantic,vsCentral,vsWest,vsPacific,vsMidwest,Jan,Feb,Mar,Apr,Oct,Nov,Dec,PreAS,TEAM_NAME,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK
0,22004,1610612748,Miami,Heat,East,41-11,1,Southeast,15-1,1,59,23,0.72,59-23,35-6,24-17,5-5,9-1,4-6,4-6,7-8,33-6,18,W 18,8,W 8,14,4,2,W 2,1,W 1,3,W 3,0.0,0.0,1,38-6,1-0,20-17,48-4,2-1,9-18,43-7,15-13,26-16,56-13,42-8,33-9,102.0,95.0,7.0,41-11,14-4,12-6,18-12,8-2,0-0,9-6,9-3,12-3,2-3,,10-6,14-1,40-14,Miami Heat,3996.0,108.2,108.9,99.8,102.2,8.4,6.7,0.578,1.59,17.1,0.297,0.698,0.508,0.147,0.524,0.559,93.1,91.73,76.44,7647,0.556,2,2,2,2,3,7,3,20,7,10,27,4,8,7,2,2,17,2
0,22004,1610612756,Phoenix,Suns,West,38-14,1,Pacific,12-4,1,62,20,0.756,62-20,31-10,31-10,7-3,8-2,7-3,1-3,7-2,36-8,10,W 10,9,W 9,11,6,4,W 4,-1,L 1,-1,L 1,0.0,0.0,1,47-8,14-10,1-2,52-7,8-12,2-1,55-13,33-16,29-14,51-3,26-5,31-6,110.0,103.0,7.0,24-6,9-1,7-3,38-14,12-4,0-0,11-6,7-4,11-3,8-3,,12-2,13-2,41-13,Phoenix Suns,3956.0,111.9,112.7,103.7,105.7,8.2,7.0,0.575,1.71,17.4,0.304,0.656,0.49,0.14,0.534,0.571,98.6,97.35,81.13,8034,0.546,1,1,1,19,1,18,2,22,3,6,23,29,27,2,1,1,1,3
0,22004,1610612759,San Antonio,Spurs,West,36-16,2,Southwest,10-6,1,59,23,0.72,59-23,38-3,21-20,6-4,10-0,2-8,3-0,9-7,40-5,16,W 16,6,W 6,8,3,10,W 10,-3,L 3,-2,L 2,3.0,0.0,1,48-7,1-0,10-16,48-4,1-3,10-16,28-2,3-8,25-14,52-4,42-6,38-12,96.0,88.0,8.0,23-7,8-2,8-2,36-16,16-2,0-0,12-4,6-3,10-5,5-3,,12-3,13-3,41-12,San Antonio Spurs,3961.0,104.9,106.1,95.8,97.8,9.1,8.3,0.606,1.57,17.1,0.321,0.697,0.51,0.151,0.492,0.534,91.4,89.96,74.97,7435,0.565,2,2,2,17,8,1,1,14,9,11,15,5,7,11,6,12,25,1
0,22004,1610612765,Detroit,Pistons,East,35-17,2,Central,8-8,1,54,28,0.659,54-28,32-9,22-19,9-1,8-2,6-4,7-1,8-8,26-14,12,W 12,6,W 6,11,4,6,W 6,-1,L 1,-1,L 1,5.0,0.0,1,42-6,1-1,11-21,45-3,2-1,7-24,22-3,7-11,21-15,43-4,40-15,28-6,93.0,89.0,4.0,35-17,14-4,8-8,19-11,8-2,0-0,11-5,9-1,9-8,7-0,,7-7,8-6,32-19,Detroit Pistons,3991.0,102.8,103.9,97.9,99.6,4.8,4.3,0.627,1.58,17.2,0.34,0.693,0.518,0.154,0.472,0.519,89.8,88.59,73.82,7364,0.542,5,5,5,3,18,3,5,7,8,8,4,8,2,14,23,23,30,4
0,22004,1610612741,Chicago,Bulls,East,32-20,3,Central,8-8,2,47,35,0.573,47-35,27-14,20-21,6-4,8-2,7-3,3-2,7-5,15-15,8,W 8,6,W 6,9,9,2,W 2,-1,L 1,-1,L 1,12.0,7.0,1,27-9,3-3,17-23,36-7,1-1,10-27,24-2,7-15,18-19,37-8,31-14,23-10,94.0,93.0,1.0,32-20,11-7,8-8,15-15,3-7,0-0,13-3,7-4,11-7,4-3,,1-10,8-7,26-23,Chicago Bulls,3966.0,98.5,100.5,97.5,99.1,1.0,1.4,0.612,1.27,16.4,0.317,0.691,0.506,0.178,0.471,0.517,95.1,93.41,77.84,7707,0.498,10,10,10,16,26,2,12,11,27,20,17,9,11,30,24,25,12,16
0,22004,1610612742,Dallas,Mavericks,West,35-17,3,Southwest,11-5,2,58,24,0.707,58-24,29-12,29-12,9-1,9-1,8-2,2-0,8-4,28-10,9,W 9,6,W 6,9,3,9,W 9,4,W 4,9,W 9,4.0,1.0,1,47-6,10-17,1-1,48-4,7-18,3-2,41-9,18-16,21-12,46-2,33-3,38-18,102.0,97.0,6.0,23-7,9-1,6-4,35-17,10-8,0-0,9-4,10-3,10-6,10-1,,10-6,9-4,35-16,Dallas Mavericks,3946.0,107.5,108.5,101.0,102.6,6.4,5.9,0.526,1.46,15.3,0.319,0.674,0.5,0.142,0.492,0.545,95.3,94.18,78.48,7749,0.537,4,4,4,27,5,9,4,28,16,25,16,23,15,5,8,5,9,5
0,22004,1610612738,Boston,Celtics,East,30-22,4,Atlantic,8-8,1,45,37,0.549,45-37,27-14,18-23,6-4,6-4,6-4,4-2,11-7,16-14,5,W 5,9,W 9,7,4,-1,L 1,-1,L 1,-2,L 2,14.0,0.0,1,25-12,7-3,13-22,29-11,1-2,15-24,35-10,21-28,21-20,39-15,19-10,21-13,101.0,100.0,1.0,30-22,8-8,8-10,15-15,5-5,0-0,8-8,8-4,9-5,5-2,,5-8,8-8,27-26,Boston Celtics,3976.0,104.8,105.9,103.3,105.1,1.5,0.8,0.594,1.4,16.9,0.305,0.671,0.494,0.165,0.501,0.551,95.9,94.61,78.84,7839,0.505,11,11,11,10,9,15,14,17,21,13,22,24,21,24,3,3,6,13
0,22004,1610612760,Seattle,SuperSonics,West,31-21,4,Northwest,11-5,1,52,30,0.634,52-30,26-15,26-15,2-8,5-5,4-6,2-1,7-5,25-15,9,W 9,6,W 6,9,6,1,W 1,-2,L 2,-2,L 2,10.0,0.0,1,34-9,15-20,3-1,42-3,9-25,1-2,32-8,9-22,25-18,34-5,41-15,22-9,99.0,97.0,2.0,21-9,7-3,7-3,31-21,10-8,0-0,8-7,8-3,11-6,3-8,,13-3,9-3,35-15,Seattle SuperSonics,3951.0,108.1,110.3,106.1,108.0,2.0,2.3,0.516,1.34,14.7,0.357,0.681,0.517,0.151,0.495,0.546,91.0,89.24,74.37,7353,0.504,6,6,6,24,2,27,8,30,24,29,1,17,4,10,5,4,27,15
0,22004,1610612745,Houston,Rockets,West,33-19,5,Southwest,10-6,3,51,31,0.622,51-31,26-15,25-16,7-3,7-3,7-3,0-0,12-6,28-11,4,W 4,4,W 4,8,5,4,W 4,3,W 3,7,W 7,11.0,8.0,1,4-0,0-1,0-1,4-0,0-1,0-1,22-5,7-12,23-16,37-10,38-8,23-8,95.0,91.0,4.0,18-12,7-3,6-4,33-19,11-7,0-0,10-6,7-3,12-4,7-3,,6-10,9-5,32-21,Houston Rockets,3971.0,103.2,104.4,98.9,100.1,4.3,4.3,0.609,1.53,16.9,0.301,0.713,0.512,0.152,0.486,0.534,91.3,90.18,75.15,7467,0.527,7,7,7,11,16,4,6,12,11,14,25,1,5,13,11,11,23,7
0,22004,1610612764,Washington,Wizards,East,28-24,5,Southeast,10-6,2,45,37,0.549,45-37,29-12,16-25,4-6,7-3,4-6,3-1,14-6,16-16,8,W 8,6,W 6,7,5,4,W 4,-4,L 4,-2,L 2,14.0,14.0,1,30-5,2-3,13-29,29-9,1-1,15-27,31-15,18-29,15-26,24-3,23-18,32-14,101.0,101.0,0.0,28-24,9-9,9-9,17-13,5-5,0-0,11-4,5-7,9-6,3-5,,7-5,8-8,30-22,Washington Wizards,3956.0,104.0,105.4,104.2,105.9,-0.2,-0.4,0.527,1.33,14.6,0.338,0.667,0.497,0.15,0.474,0.523,96.2,94.8,79.0,7816,0.485,11,11,11,19,10,19,16,27,25,30,5,25,18,9,22,21,4,20
0,22004,1610612754,Indiana,Pacers,East,29-23,6,Central,9-7,3,44,38,0.537,44-38,25-16,19-22,6-4,7-3,5-5,5-3,9-9,18-12,4,W 4,4,W 4,6,7,1,W 1,-2,L 2,1,W 1,15.0,10.0,1,29-10,11-28,4-0,33-10,8-26,3-2,20-4,5-15,19-19,29-7,27-8,16-20,93.0,92.0,1.0,29-23,8-10,9-7,15-15,3-7,0-0,5-10,8-4,9-7,7-4,,10-4,5-9,25-26,Indiana Pacers,3981.0,102.4,103.7,101.9,102.7,0.5,1.0,0.558,1.27,15.1,0.296,0.687,0.494,0.16,0.476,0.534,89.6,88.71,73.92,7351,0.504,14,14,14,7,20,11,13,25,28,27,28,10,22,21,18,13,29,14
