LeagueID,SeasonID,TeamID,TeamCity,TeamName,Conference,ConferenceRecord,PlayoffRank,Division,DivisionRecord,DivisionRank,WINS,LOSSES,WinPCT,Record,HOME,ROAD,L10,Last10Home,Last10Road,OT,ThreePTSOrLess,TenPTSOrMore,LongHomeStreak,strLongHomeStreak,LongRoadStreak,strLongRoadStreak,LongWinStreak,LongLossStreak,CurrentHomeStreak,strCurrentHomeStreak,CurrentRoadStreak,strCurrentRoadStreak,CurrentStreak,strCurrentStreak,ConferenceGamesBack,DivisionGamesBack,ClinchedPlayoffBirth,AheadAtHalf,BehindAtHalf,TiedAtHalf,AheadAtThird,BehindAtThird,TiedAtThird,Score100PTS,OppScore100PTS,OppOver500,LeadInFGPCT,LeadInReb,FewerTurnovers,PointsPG,OppPointsPG,DiffPointsPG,vsEast,vsAtlantic,vsCentral,vsSoutheast,vsWest,vsNorthwest,vsPacific,vsSouthwest,Jan,Feb,Mar,Apr,Oct,Nov,Dec,PreAS,TEAM_NAME,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK
0,22017,1610612745,Houston,Rockets,West,41-11,1,Southwest,12-4,1,65,17,0.793,65-17,34-7,31-10,7-3,9-1,7-3,2-0,5-3,38-8,20,W 20,10,W 10,17,5,-1,L 1,-1,L 1,-1,L 1,0.0,0.0,1,51-6,11-11,3-0,56-3,9-13,0-1,62-12,33-14,39-13,39-2,41-5,37-7,112.0,104.0,8.0,24-6,6-4,9-1,9-1,41-11,16-2,13-5,12-4,10-4,12-0,14-1,3-3,5-3,12-1,9-5,44-13,Houston Rockets,3951.0,112.2,114.1,103.8,105.7,8.5,8.4,0.557,1.56,16.4,0.254,0.75,0.503,0.141,0.551,0.59,99.7,98.02,81.69,8078,0.531,1,1,1,18,1,7,1,22,22,26,23,4,14,10,2,2,13,5
0,22017,1610612761,Toronto,Raptors,East,40-12,1,Atlantic,12-4,1,59,23,0.72,59-23,34-7,25-16,6-4,8-2,6-4,4-2,5-7,33-5,12,W 12,9,W 9,11,2,4,W 4,-1,L 1,-1,L 1,0.0,0.0,1,44-11,14-11,1-1,47-5,9-17,3-1,53-15,31-18,25-18,42-8,43-7,33-10,112.0,104.0,8.0,40-12,12-4,14-4,14-4,19-11,5-5,6-4,8-2,10-5,9-2,12-4,4-2,4-2,9-5,11-3,41-16,Toronto Raptors,3966.0,111.0,113.0,103.4,105.3,7.6,7.7,0.59,1.82,17.9,0.274,0.725,0.502,0.135,0.539,0.575,99.8,98.02,81.68,8104,0.538,2,2,2,8,2,5,2,11,4,6,12,21,15,4,5,4,14,3
0,22017,1610612738,Boston,Celtics,East,33-19,2,Atlantic,12-4,2,55,27,0.671,55-27,27-14,28-13,6-4,6-4,6-4,2-2,11-8,25-9,8,W 8,9,W 9,16,4,1,W 1,-3,L 3,1,W 1,4.0,4.0,1,33-10,20-17,2-0,41-4,13-21,1-2,42-13,19-22,27-21,43-6,36-5,27-12,104.0,100.0,4.0,33-19,12-4,10-8,11-7,22-8,9-1,7-3,6-4,7-5,7-4,9-4,2-4,5-2,14-2,11-6,40-19,Boston Celtics,3961.0,105.3,106.8,101.5,103.2,3.7,3.6,0.586,1.6,17.0,0.263,0.739,0.504,0.144,0.518,0.552,98.2,96.75,80.63,7987,0.519,4,4,4,12,18,2,7,13,17,21,19,10,11,15,15,14,22,8
0,22017,1610612744,Golden State,Warriors,West,34-18,2,Pacific,13-3,1,58,24,0.707,58-24,29-12,29-12,4-6,5-5,5-5,2-0,5-1,38-13,8,W 8,14,W 14,11,3,-1,L 1,-1,L 1,-1,L 1,7.0,0.0,1,35-9,18-14,5-1,53-5,4-16,1-3,55-15,43-19,28-18,55-7,37-5,27-5,113.0,107.0,6.0,24-6,9-1,6-4,9-1,34-18,8-10,13-3,13-5,11-3,8-3,7-7,3-3,5-3,11-3,13-2,44-14,Golden State Warriors,3946.0,112.3,112.8,104.2,106.8,8.1,5.9,0.685,1.9,20.9,0.243,0.712,0.497,0.153,0.569,0.603,101.8,100.35,83.63,8251,0.554,3,3,3,23,3,11,3,1,1,1,27,29,19,25,1,1,5,1
0,22017,1610612757,Portland,Trail Blazers,West,31-21,3,Northwest,9-7,1,49,33,0.598,49-33,28-13,21-20,5-5,8-2,5-5,2-1,8-8,20-12,9,W 9,7,W 7,13,5,3,W 3,-5,L 5,1,W 1,16.0,0.0,1,39-12,9-17,1-4,36-9,9-23,4-1,44-18,23-26,25-26,37-6,34-13,22-13,106.0,103.0,3.0,18-12,4-6,6-4,8-2,31-21,9-7,15-3,7-11,11-5,6-4,12-3,2-4,4-3,9-6,5-8,32-26,Portland Trail Blazers,3951.0,106.1,108.4,104.2,105.7,1.9,2.7,0.496,1.44,15.0,0.279,0.746,0.513,0.139,0.511,0.549,98.8,97.11,80.93,7992,0.51,7,7,7,18,14,6,9,30,28,30,7,6,4,8,23,17,19,11
0,22017,1610612755,Philadelphia,76ers,East,34-18,3,Atlantic,9-7,3,52,30,0.634,52-30,30-11,22-19,10-0,10-0,8-2,1-1,4-7,31-11,11,W 11,7,W 7,16,5,10,W 10,7,W 7,16,W 16,7.0,7.0,1,42-11,10-19,0-0,44-9,6-21,2-0,49-18,30-30,26-21,47-11,43-14,17-7,110.0,105.0,5.0,34-18,9-7,11-7,14-4,18-12,7-3,4-6,7-3,7-5,8-3,13-3,7-0,3-4,9-5,5-10,30-25,Philadelphia 76ers,3956.0,107.4,108.5,102.0,103.9,5.4,4.6,0.663,1.64,19.1,0.286,0.736,0.52,0.163,0.535,0.568,102.2,100.75,83.96,8299,0.542,5,5,5,16,13,3,4,2,15,2,5,12,1,30,7,8,4,2
0,22017,1610612739,Cleveland,Cavaliers,East,35-17,4,Central,11-5,1,50,32,0.61,50-32,29-12,21-20,7-3,8-2,5-5,2-0,8-5,17-20,13,W 13,7,W 7,13,4,-1,L 1,1,W 1,-1,L 1,9.0,0.0,1,31-8,17-24,2-0,39-0,8-32,3-0,48-18,34-29,21-23,37-5,24-8,27-9,111.0,110.0,1.0,35-17,11-7,11-5,13-5,15-15,5-5,5-5,5-5,6-8,6-4,10-6,4-2,3-4,12-3,9-5,34-22,Cleveland Cavaliers,3946.0,110.6,112.0,109.5,111.1,1.0,1.0,0.579,1.7,17.5,0.243,0.73,0.492,0.139,0.547,0.584,100.1,98.72,82.27,8114,0.502,6,6,6,23,5,29,14,20,8,9,28,16,24,9,3,3,9,17
0,22017,1610612760,Oklahoma City,Thunder,West,28-24,4,Northwest,5-11,2,48,34,0.585,48-34,27-14,21-20,5-5,6-4,7-3,3-1,8-10,24-11,5,W 5,-8,L 8,8,4,1,W 1,3,W 3,3,W 3,17.0,1.0,1,36-10,11-21,1-3,35-7,12-25,1-2,44-18,26-29,24-24,32-4,34-11,30-21,108.0,104.0,3.0,20-10,6-4,7-3,7-3,28-24,5-11,12-6,11-7,10-4,6-6,8-6,4-1,4-3,4-9,12-5,33-26,Oklahoma City Thunder,3966.0,107.6,110.1,104.7,106.4,2.9,3.7,0.535,1.53,15.8,0.32,0.725,0.515,0.143,0.514,0.546,99.2,97.34,81.11,8036,0.508,8,8,8,8,7,9,6,29,25,28,1,20,3,13,17,21,18,14
0,22017,1610612754,Indiana,Pacers,East,32-20,5,Central,10-6,2,48,34,0.585,48-34,27-14,21-20,7-3,7-3,6-4,3-0,11-2,20-16,6,W 6,4,W 4,5,5,-1,L 1,1,W 1,-1,L 1,11.0,2.0,1,30-7,16-27,2-0,40-4,7-29,1-1,39-16,22-30,25-24,38-4,27-7,34-21,106.0,104.0,1.0,32-20,11-7,10-6,11-7,16-14,3-7,9-1,4-6,10-5,5-4,11-4,3-3,4-3,8-7,7-8,33-25,Indiana Pacers,3951.0,107.2,108.5,105.6,107.3,1.6,1.3,0.544,1.67,16.8,0.271,0.721,0.496,0.136,0.525,0.557,98.2,96.84,80.7,7977,0.509,8,8,8,18,11,12,12,28,14,22,15,24,20,5,12,13,21,12
0,22017,1610612762,Utah,Jazz,West,34-18,5,Northwest,7-9,3,48,34,0.585,48-34,28-13,20-21,7-3,8-2,8-2,2-1,4-5,31-19,5,W 5,12,W 12,11,4,4,W 4,-1,L 1,-1,L 1,17.0,1.0,1,35-8,11-26,2-0,44-6,4-27,0-1,39-12,14-27,26-24,40-5,35-8,24-15,104.0,100.0,4.0,14-16,3-7,6-4,5-5,34-18,7-9,15-3,12-6,6-7,9-2,12-3,5-1,4-3,7-8,5-10,30-28,Utah Jazz,3951.0,106.2,107.4,101.6,103.0,4.6,4.4,0.586,1.53,17.1,0.256,0.756,0.509,0.152,0.527,0.564,97.8,96.58,80.48,7951,0.532,8,8,8,18,16,1,5,14,24,17,21,3,7,24,9,11,25,4
