LeagueID,SeasonID,TeamID,TeamCity,TeamName,Conference,ConferenceRecord,PlayoffRank,Division,DivisionRecord,DivisionRank,WINS,LOSSES,WinPCT,Record,HOME,ROAD,L10,Last10Home,Last10Road,OT,ThreePTSOrLess,TenPTSOrMore,LongHomeStreak,strLongHomeStreak,LongRoadStreak,strLongRoadStreak,LongWinStreak,LongLossStreak,CurrentHomeStreak,strCurrentHomeStreak,CurrentRoadStreak,strCurrentRoadStreak,CurrentStreak,strCurrentStreak,ConferenceGamesBack,DivisionGamesBack,ClinchedPlayoffBirth,AheadAtHalf,BehindAtHalf,TiedAtHalf,AheadAtThird,BehindAtThird,TiedAtThird,Score100PTS,OppScore100PTS,OppOver500,LeadInFGPCT,LeadInReb,FewerTurnovers,PointsPG,OppPointsPG,DiffPointsPG,vsEast,vsAtlantic,vsCentral,vsWest,vsPacific,vsMidwest,Jan,Feb,Mar,Apr,Oct,Nov,Dec,PreAS,TEAM_NAME,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK
0,21999,1610612747,Los Angeles,Lakers,West,40-12,1,Pacific,20-4,1,67,15,0.817,67-15,36-5,31-10,,,,2-2,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,101.0,92.0,9.0,27-3,13-1,14-2,40-12,20-4,20-8,,,,,,,,37-11,Los Angeles Lakers,3961.0,104.6,105.4,95.6,96.4,9.0,9.0,0.612,1.68,17.4,0.324,0.705,0.518,0.146,0.484,0.525,95.8,95.04,79.2,7840,0.573,1,1,1,14,5,1,1,13,3,9,12,3,2,3,14,15,13,1
0,21999,1610612754,Indiana,Pacers,East,36-18,1,Central,20-8,1,56,26,0.683,56-26,36-5,20-21,,,,1-1,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,101.0,97.0,5.0,36-18,16-10,20-8,20-8,9-5,11-3,,,,,,,,32-16,Indiana Pacers,3946.0,105.9,106.8,100.8,101.7,5.2,5.1,0.609,1.6,17.5,0.276,0.691,0.492,0.149,0.503,0.552,95.6,94.7,78.92,7777,0.534,3,3,3,27,1,13,5,14,8,8,29,13,25,7,1,1,15,8
0,21999,1610612762,Utah,Jazz,West,33-19,2,Midwest,14-10,1,55,27,0.671,55-27,31-10,24-17,,,,1-1,,,,,,,,,,,,,,,12.0,0.0,,,,,,,,,,,,,,97.0,92.0,5.0,22-8,10-4,12-4,33-19,19-9,14-10,,,,,,,,29-18,Utah Jazz,3951.0,104.0,105.7,99.8,101.1,4.2,4.6,0.689,1.67,19.1,0.329,0.698,0.516,0.163,0.49,0.54,92.2,90.84,75.7,7488,0.551,4,4,4,22,4,11,6,2,5,2,7,7,4,16,9,4,28,4
0,21999,1610612748,Miami,Heat,East,34-20,2,Atlantic,18-6,1,52,30,0.634,52-30,33-8,19-22,,,,4-1,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,94.0,91.0,3.0,34-20,18-6,16-14,18-10,8-6,10-4,,,,,,,,30-17,Miami Heat,3966.0,102.2,102.5,97.7,99.4,4.5,3.1,0.649,1.57,18.3,0.304,0.696,0.508,0.163,0.495,0.533,92.2,91.22,76.02,7548,0.543,7,7,7,7,17,5,7,7,9,5,21,8,7,18,3,8,25,5
0,21999,1610612752,New York,Knicks,East,32-22,3,Atlantic,14-10,2,50,32,0.61,50-32,33-8,17-24,,,,3-3,,,,,,,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,92.0,91.0,1.0,32-22,14-10,18-12,18-10,9-5,9-5,,,,,,,,29-18,New York Knicks,3966.0,99.8,100.9,98.1,99.5,1.7,1.5,0.548,1.32,15.8,0.277,0.699,0.496,0.16,0.482,0.527,91.7,90.54,75.45,7485,0.507,8,8,8,7,22,6,12,26,23,23,28,5,21,13,15,12,29,12
0,21999,1610612757,Portland,Trail Blazers,West,38-14,3,Pacific,21-3,2,59,23,0.72,59-23,30-11,29-12,,,,3-1,,,,,,,,,,,,,,,8.0,8.0,,,,,,,,,,,,,,98.0,91.0,7.0,21-9,10-4,11-5,38-14,21-3,17-11,,,,,,,,38-11,Portland Trail Blazers,3956.0,105.1,106.5,97.7,99.5,7.4,6.9,0.637,1.55,18.2,0.335,0.693,0.523,0.166,0.501,0.546,92.4,91.03,75.86,7505,0.559,2,2,2,19,2,7,2,9,10,6,3,11,1,21,2,3,26,2
0,21999,1610612755,Philadelphia,76ers,East,36-18,5,Atlantic,13-11,3,49,33,0.598,49-33,29-12,20-21,,,,5-0,,,,,,,,,,,,,,,7.0,3.0,,,,,,,,,,,,,,95.0,93.0,1.0,36-18,13-11,23-7,13-15,6-8,7-7,,,,,,,,27-22,Philadelphia 76ers,3966.0,98.5,99.9,97.5,98.3,0.9,1.5,0.607,1.42,16.6,0.335,0.68,0.504,0.165,0.457,0.501,95.3,94.25,78.54,7782,0.508,10,10,10,7,25,4,11,15,18,17,4,18,12,20,27,26,20,11
0,21999,1610612756,Phoenix,Suns,West,30-22,5,Pacific,15-9,3,53,29,0.646,53-29,32-9,21-20,,,,2-2,,,,,,,,,,,,,,,14.0,14.0,,,,,,,,,,,,,,99.0,94.0,5.0,23-7,11-3,12-4,30-22,15-9,15-13,,,,,,,,29-19,Phoenix Suns,3961.0,101.8,102.7,96.2,97.3,5.6,5.4,0.678,1.53,18.8,0.316,0.676,0.5,0.173,0.491,0.532,96.7,95.67,79.73,7895,0.542,5,5,5,14,15,3,4,4,11,3,17,21,16,24,7,9,10,6
0,21999,1610612766,Charlotte,Hornets,East,36-18,4,Central,20-8,2,49,33,0.598,49-33,30-11,19-22,,,,2-2,,,,,,,,,,,,,,,7.0,7.0,,,,,,,,,,,,,,98.0,96.0,3.0,36-18,16-10,20-8,13-15,6-8,7-7,,,,,,,,27-20,Charlotte Hornets,3956.0,101.7,102.5,98.9,99.7,2.8,2.8,0.689,1.68,18.4,0.283,0.712,0.501,0.153,0.475,0.53,96.3,95.58,79.65,7876,0.541,10,10,10,19,18,8,9,1,4,4,26,1,14,8,18,11,11,7
0,21999,1610612759,San Antonio,Spurs,West,33-19,4,Midwest,16-8,2,53,29,0.646,53-29,31-10,22-19,,,,6-1,,,,,,,,,,,,,,,14.0,2.0,,,,,,,,,,,,,,96.0,90.0,6.0,20-10,10-4,10-6,33-19,17-11,16-8,,,,,,,,32-17,San Antonio Spurs,3971.0,102.8,103.5,95.7,97.1,7.1,6.4,0.616,1.48,17.3,0.301,0.703,0.512,0.162,0.488,0.535,93.1,92.11,76.76,7620,0.556,5,5,5,2,11,2,3,12,15,11,22,4,5,15,10,7,24,3
0,21999,1610612761,Toronto,Raptors,East,29-25,6,Central,16-12,3,45,37,0.549,45-37,26-15,19-22,,,,0-3,,,,,,,,,,,,,,,11.0,11.0,,,,,,,,,,,,,,97.0,97.0,0.0,29-25,13-13,16-12,16-12,10-4,6-8,,,,,,,,26-21,Toronto Raptors,3951.0,101.8,102.7,101.7,102.8,0.0,-0.1,0.653,1.71,17.7,0.324,0.686,0.499,0.147,0.464,0.511,95.2,94.3,78.58,7760,0.5,12,12,12,22,16,16,17,5,2,7,13,15,18,4,24,24,18,14
0,21999,1610612750,Minnesota,Timberwolves,West,32-20,6,Midwest,18-6,3,50,32,0.61,50-32,26-15,24-17,,,,7-1,,,,,,,,,,,,,,,17.0,5.0,,,,,,,,,,,,,,99.0,96.0,3.0,18-12,6-8,12-4,32-20,14-14,18-6,,,,,,,,27-20,Minnesota Timberwolves,3981.0,103.4,104.2,100.2,101.7,3.2,2.5,0.684,1.94,19.8,0.318,0.696,0.507,0.147,0.485,0.525,94.4,93.37,77.81,7751,0.531,8,8,8,1,8,12,10,3,1,1,16,9,8,5,13,14,22,9
