LeagueID,SeasonID,TeamID,TeamCity,TeamName,Conference,ConferenceRecord,PlayoffRank,Division,DivisionRecord,DivisionRank,WINS,LOSSES,WinPCT,Record,HOME,ROAD,L10,Last10Home,Last10Road,OT,ThreePTSOrLess,TenPTSOrMore,LongHomeStreak,strLongHomeStreak,LongRoadStreak,strLongRoadStreak,LongWinStreak,LongLossStreak,CurrentHomeStreak,strCurrentHomeStreak,CurrentRoadStreak,strCurrentRoadStreak,CurrentStreak,strCurrentStreak,ConferenceGamesBack,DivisionGamesBack,ClinchedPlayoffBirth,AheadAtHalf,BehindAtHalf,TiedAtHalf,AheadAtThird,BehindAtThird,TiedAtThird,Score100PTS,OppScore100PTS,OppOver500,LeadInFGPCT,LeadInReb,FewerTurnovers,PointsPG,OppPointsPG,DiffPointsPG,vsEast,vsAtlantic,vsCentral,vsWest,vsPacific,vsMidwest,Jan,Feb,Mar,Apr,Oct,Nov,Dec,PreAS,TEAM_NAME,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK
0,22000,1610612759,San Antonio,Spurs,West,39-13,1,Midwest,19-5,1,58,24,0.707,58-24,33-8,25-16,,,,2-4,3-7,40-6,,,,,,,,,,,,,0.0,0.0,,46-10,9-12,3-2,50-6,4-16,4-2,24-4,5-14,0-1,53-5,40-11,26-9,96.0,88.0,8.0,19-11,8-6,11-5,39-13,20-8,19-5,,,,,,,,31-16,San Antonio Spurs,3966.0,104.7,105.0,94.9,96.6,9.8,8.3,0.617,1.55,17.2,0.297,0.703,0.511,0.152,0.496,0.541,91.8,90.87,75.73,7514,0.573,1,1,1,13,6,1,1,11,9,12,23,4,7,6,6,4,24,1
0,22000,1610612755,Philadelphia,76ers,East,40-14,1,Atlantic,18-6,1,56,26,0.683,56-26,29-12,27-14,,,,3-3,6-4,26-12,,,,,,,,,,,,,0.0,0.0,,45-11,10-14,1-1,48-3,7-23,1-0,28-2,7-8,0-0,45-3,40-12,29-8,95.0,90.0,4.0,40-14,18-6,22-8,16-12,8-6,8-6,,,,,,,,36-14,Philadelphia 76ers,3971.0,100.7,101.9,96.2,97.3,4.5,4.6,0.583,1.31,16.0,0.334,0.704,0.523,0.17,0.468,0.518,93.2,92.09,76.74,7619,0.536,2,2,2,12,14,5,4,21,23,21,4,3,1,23,19,14,19,5
0,22000,1610612749,Milwaukee,Bucks,East,38-16,2,Central,19-9,1,52,30,0.634,52-30,31-10,21-20,,,,1-2,3-7,20-12,,,,,,,,,,,,,4.0,0.0,,38-10,12-20,2-0,44-7,8-22,0-1,39-10,10-23,0-0,41-8,29-7,37-17,101.0,97.0,4.0,38-16,19-7,19-9,14-14,7-7,7-7,,,,,,,,29-18,Milwaukee Bucks,3956.0,106.3,106.8,101.2,102.6,5.1,4.2,0.593,1.64,17.2,0.301,0.683,0.494,0.145,0.499,0.542,94.7,93.89,78.24,7733,0.519,7,7,7,21,2,18,6,17,4,11,21,18,22,2,1,3,9,13
0,22000,1610612747,Los Angeles,Lakers,West,34-18,2,Pacific,14-10,1,56,26,0.683,56-26,31-10,25-16,,,,6-3,10-5,24-13,,,,,,,,,,,,,2.0,0.0,,46-6,9-18,1-2,47-7,7-17,2-2,37-8,20-16,0-0,49-7,40-10,16-10,101.0,97.0,3.0,22-8,10-4,12-4,34-18,14-10,20-8,,,,,,,,31-16,Los Angeles Lakers,3981.0,105.6,107.0,101.7,103.6,3.9,3.5,0.607,1.59,17.4,0.338,0.691,0.517,0.154,0.498,0.535,94.3,92.9,77.42,7710,0.532,2,2,2,6,1,22,8,14,7,10,3,11,4,9,2,7,15,6
0,22000,1610612758,Sacramento,Kings,West,35-17,3,Pacific,16-8,2,55,27,0.671,55-27,33-8,22-19,,,,9-4,6-9,28-8,,,,,,,,,,,,,3.0,1.0,,47-7,8-19,0-1,42-5,11-22,2-0,41-9,18-17,0-0,43-5,31-5,34-12,102.0,96.0,6.0,20-10,11-3,9-7,35-17,16-8,19-9,,,,,,,,31-15,Sacramento Kings,4016.0,102.8,104.2,97.0,98.5,5.8,5.7,0.591,1.52,16.8,0.307,0.679,0.497,0.152,0.484,0.529,97.0,95.61,79.67,8010,0.54,4,4,4,1,10,7,2,19,12,15,16,22,19,7,9,9,3,4
0,22000,1610612748,Miami,Heat,East,34-20,3,Atlantic,15-10,2,50,32,0.61,50-32,29-12,21-20,,,,6-2,9-9,18-12,,,,,,,,,,,,,6.0,6.0,,39-9,8-20,3-3,42-5,7-26,1-1,15-2,2-6,0-0,35-4,24-7,35-20,89.0,87.0,2.0,34-20,15-10,19-10,16-12,8-6,8-6,,,,,,,,30-20,Miami Heat,3976.0,98.6,99.4,95.7,97.1,2.9,2.3,0.605,1.45,16.4,0.28,0.7,0.49,0.153,0.469,0.515,89.4,88.39,73.66,7331,0.523,9,9,9,8,20,4,12,15,14,18,27,9,23,8,17,15,28,8
0,22000,1610612742,Dallas,Mavericks,West,30-22,5,Midwest,14-10,2,53,29,0.646,53-29,28-13,25-16,,,,3-1,4-5,28-14,,,,,,,,,,,,,5.0,5.0,,43-5,10-23,0-1,46-2,7-27,0-0,35-11,9-19,0-0,45-7,25-1,31-14,101.0,96.0,4.0,23-7,11-3,12-4,30-22,16-12,14-10,,,,,,,,31-19,Dallas Mavericks,3961.0,104.5,105.6,100.1,101.2,4.4,4.4,0.564,1.52,16.5,0.272,0.678,0.481,0.146,0.498,0.544,95.5,94.52,78.76,7803,0.523,5,5,5,20,4,13,5,24,10,17,29,24,26,3,3,2,4,9
0,22000,1610612752,New York,Knicks,East,32-22,4,Atlantic,16-9,3,48,34,0.585,48-34,30-11,18-23,,,,6-2,12-5,24-14,,,,,,,,,,,,,8.0,8.0,,34-6,9-27,5-1,39-5,9-29,0-0,15-1,3-6,0-0,43-10,30-11,25-15,89.0,86.0,3.0,32-22,16-9,16-13,16-12,9-5,7-7,,,,,,,,29-18,New York Knicks,3981.0,98.7,100.0,95.5,97.0,3.1,3.0,0.552,1.28,15.6,0.276,0.707,0.498,0.163,0.476,0.523,89.0,87.74,73.12,7276,0.52,11,11,11,7,18,3,9,26,24,24,28,2,17,15,11,10,29,12
0,22000,1610612762,Utah,Jazz,West,31-21,4,Midwest,14-10,2,53,29,0.646,53-29,28-13,25-16,,,,2-2,5-4,31-9,,,,,,,,,,,,,5.0,5.0,,38-6,12-21,3-2,39-4,11-24,3-1,23-3,7-13,0-0,46-4,36-15,30-8,97.0,92.0,5.0,22-8,11-3,11-5,31-21,17-11,14-10,,,,,,,,32-15,Utah Jazz,3956.0,104.1,106.1,100.0,100.9,4.1,5.2,0.713,1.63,19.6,0.332,0.701,0.519,0.173,0.497,0.546,92.3,91.08,75.9,7503,0.548,5,5,5,21,3,11,3,1,5,1,6,6,3,26,5,1,22,2
0,22000,1610612761,Toronto,Raptors,East,36-18,5,Central,18-10,2,47,35,0.573,47-35,27-14,20-21,,,,4-4,6-7,26-15,,,,,,,,,,,,,9.0,5.0,,32-5,13-30,2-0,36-3,6-31,5-1,30-8,5-23,0-0,36-3,36-13,31-16,98.0,95.0,2.0,36-18,18-8,18-10,11-17,5-9,6-8,,,,,,,,26-23,Toronto Raptors,3991.0,102.6,104.4,100.5,102.0,2.1,2.3,0.657,1.86,18.2,0.339,0.7,0.515,0.141,0.468,0.51,93.8,92.22,76.85,7671,0.522,12,12,12,4,9,14,11,7,1,4,2,7,5,1,18,20,18,10
